date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-01-01,-23.0,-23.0,-23.0,0.35270100439227114,16,,,,,1985.0,1.0,1.0,,3019
1985-01-02,-23.0,-23.0,-23.0,0.3527332364631821,16,,,,,1985.0,1.0,2.0,0.0,3019
1985-01-03,-23.0,-23.0,-23.0,0.3526526562859065,16,,,,,1985.0,1.0,3.0,0.0,3019
1985-01-04,-24.0,-24.0,-24.0,0.3525076119668089,16,,,,,1985.0,1.0,4.0,-1.0,3019
1985-01-05,-24.0,-24.0,-24.0,0.35222558134634063,16,53.0,29.0,1.0,,1985.0,1.0,5.0,0.0,3019
1985-01-06,-24.0,-24.0,-24.0,0.35194355072587324,16,,,,,1985.0,1.0,6.0,0.0,3019
1985-01-07,-24.0,-24.0,-24.0,0.3516534620876781,16,,,,,1985.0,1.0,7.0,0.0,3019
1985-01-08,-24.0,-24.0,-24.0,0.3512989093076637,16,,,,,1985.0,1.0,8.0,0.0,3019
1985-01-09,-24.0,-24.0,-24.0,0.3509121244567357,16,,,,,1985.0,1.0,9.0,0.0,3019
1985-01-10,-24.0,-24.0,-24.0,0.35042864339307833,16,55.0,31.0,1.0,,1985.0,1.0,10.0,0.0,3019
1985-01-11,-24.0,-24.0,-24.0,0.35004991655987805,16,,,,,1985.0,1.0,11.0,0.0,3019
1985-01-12,-24.0,-24.0,-24.0,0.34972759585077373,16,,,,,1985.0,1.0,12.0,0.0,3019
1985-01-13,-24.0,-24.0,-24.0,0.3495180873898551,16,,,,,1985.0,1.0,13.0,0.0,3019
1985-01-14,-25.0,-25.0,-24.0,0.3493408109998457,16,,,,,1985.0,1.0,14.0,0.0,3019
1985-01-15,-26.0,-26.0,-25.0,0.34921994073393225,16,56.0,32.0,1.0,,1985.0,1.0,15.0,-1.0,3019
1985-01-16,-26.0,-26.0,-26.0,0.34910712848574477,16,,,,,1985.0,1.0,16.0,-1.0,3019
1985-01-17,-26.0,-26.0,-26.0,0.34895402614891946,16,,,,,1985.0,1.0,17.0,0.0,3019
1985-01-18,-26.0,-26.0,-26.0,0.34867199552845296,16,,,,,1985.0,1.0,18.0,0.0,3019
1985-01-19,-27.0,-27.0,-26.0,0.34836579085480146,16,,,,,1985.0,1.0,19.0,0.0,3019
1985-01-20,-27.0,-27.0,-27.0,0.3480515281634249,16,50.0,36.0,1.0,,1985.0,1.0,20.0,-1.0,3019
1985-01-21,-27.0,-27.0,-27.0,0.3477292074543188,16,,,,,1985.0,1.0,21.0,0.0,3019
1985-01-22,-27.0,-27.0,-27.0,0.3473907707097581,16,,,,,1985.0,1.0,22.0,0.0,3019
1985-01-23,-27.0,-27.0,-27.0,0.34703621792974193,16,,,,,1985.0,1.0,23.0,0.0,3019
1985-01-24,-28.0,-28.0,-27.0,0.34656885290153827,16,,,,,1985.0,1.0,24.0,0.0,3019
1985-01-25,-28.0,-28.0,-28.0,0.34597255958969253,16,57.0,36.0,1.0,,1985.0,1.0,25.0,-1.0,3019
