date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-01-01,176.0,176.0,176.0,0.07527017981521666,16,,,,,1985.0,1.0,1.0,,3038
1985-01-02,175.0,175.0,175.0,0.07532658593931085,16,,,,,1985.0,1.0,2.0,-1.0,3038
1985-01-03,174.0,174.0,174.0,0.07532658593931085,16,,,,,1985.0,1.0,3.0,-1.0,3038
1985-01-04,173.0,173.0,173.0,0.07534270197476634,16,,,,,1985.0,1.0,4.0,-1.0,3038
1985-01-05,172.0,172.0,172.0,0.07538299206340504,16,,,,,1985.0,1.0,5.0,-1.0,3038
1985-01-06,171.0,171.0,171.0,0.07539910809885875,16,,,,,1985.0,1.0,6.0,-1.0,3038
1985-01-07,170.0,170.0,170.0,0.07538299206340415,16,,,,,1985.0,1.0,7.0,-1.0,3038
1985-01-08,169.0,169.0,169.0,0.07536687602794956,16,,,,,1985.0,1.0,8.0,-1.0,3038
1985-01-09,168.0,168.0,168.0,0.07531046990385537,16,,,,,1985.0,1.0,9.0,-1.0,3038
1985-01-10,167.0,167.0,167.0,0.0754716302584093,16,101.0,7.0,1.0,,1985.0,1.0,10.0,-1.0,3038
1985-01-11,165.0,165.0,165.0,0.07563279061296058,16,,,,,1985.0,1.0,11.0,-2.0,3038
1985-01-12,163.0,163.0,163.0,0.07569725475478162,16,,,,,1985.0,1.0,12.0,-2.0,3038
1985-01-13,161.0,161.0,161.0,0.07565696466614469,16,,,,,1985.0,1.0,13.0,-2.0,3038
1985-01-14,159.0,159.0,159.0,0.07551997836477486,16,,,,,1985.0,1.0,14.0,-2.0,3038
1985-01-15,157.0,157.0,157.0,0.07539910809885875,16,,,,,1985.0,1.0,15.0,-2.0,3038
1985-01-16,155.0,155.0,155.0,0.075318527921584,16,,,,,1985.0,1.0,16.0,-2.0,3038
1985-01-17,153.0,153.0,153.0,0.07520571567339651,16,,,,,1985.0,1.0,17.0,-2.0,3038
1985-01-18,151.0,151.0,151.0,0.07504455531884346,16,,,,,1985.0,1.0,18.0,-2.0,3038
1985-01-19,149.0,149.0,149.0,0.07479475676928704,16,,,,,1985.0,1.0,19.0,-2.0,3038
1985-01-20,147.0,147.0,147.0,0.07449661011336417,16,110.0,10.0,1.0,,1985.0,1.0,20.0,-2.0,3038
1985-01-21,145.0,145.0,145.0,0.07419846345744041,16,,,,,1985.0,1.0,21.0,-2.0,3038
1985-01-22,143.0,143.0,143.0,0.07394060689015625,16,,,,,1985.0,1.0,22.0,-2.0,3038
1985-01-23,141.0,141.0,141.0,0.07368275032287208,16,,,,,1985.0,1.0,23.0,-2.0,3038
1985-01-24,139.0,139.0,139.0,0.07341683573786106,16,,,,,1985.0,1.0,24.0,-2.0,3038
1985-01-25,137.0,137.0,137.0,0.07308645701102723,16,,,,,1985.0,1.0,25.0,-2.0,3038
1985-01-26,135.0,135.0,135.0,0.07293335467420192,16,,,,,1985.0,1.0,26.0,-2.0,3038
1985-01-27,133.0,133.0,133.0,0.07281248440828669,16,,,,,1985.0,1.0,27.0,-2.0,3038
