x;Height_m
0.0;408.0
182.0298808020687;392.0
364.0597616041374;376.0
546.0896424062062;336.0
728.1195232082748;309.0
910.1494040103435;270.0
1092.1792848124123;258.0
1274.209165614481;255.0
1456.2390464165496;255.0
1638.2689272186183;250.0
1820.298808020687;250.0
2002.3286888227558;255.0
2184.3585696248247;255.0
2366.388450426893;256.0
2548.418331228962;254.0
2730.4482120310304;248.0
2912.4780928330993;245.0
3094.507973635168;246.0
3276.5378544372365;244.0
3458.5677352393054;247.0
3640.597616041374;258.0
3822.6274968434427;265.0
4004.6573776455116;270.0
4186.6872584475805;270.0
4368.717139249649;271.0
4550.747020051717;270.0
4732.776900853786;264.0
4914.806781655855;254.0
5096.836662457924;248.0
5278.866543259993;248.0
5460.896424062061;249.0
5642.92630486413;251.0
5824.9561856661985;246.0
6006.986066468267;244.0
6189.015947270336;244.0
6371.045828072404;244.0
6553.075708874473;248.0
6735.105589676542;261.0
6917.135470478611;264.0
7099.16535128068;265.0
7281.195232082748;266.0
7463.225112884817;265.0
7645.254993686885;267.0
7827.284874488954;269.0
8009.314755291023;274.0
8191.344636093092;281.0
8373.374516895161;288.0
8555.40439769723;289.0
8737.434278499299;295.0
8919.464159301366;294.0
