x;Height_m
0.0;213.0
196.77518120623895;204.0
393.5503624124779;201.0
590.3255436187169;195.0
787.1007248249558;191.0
983.8759060311947;190.0
1180.6510872374338;185.0
1377.4262684436726;181.0
1574.2014496499116;177.0
1770.9766308561507;176.0
1967.7518120623895;170.0
2164.5269932686283;168.0
2361.3021744748676;172.0
2558.0773556811064;175.0
2754.852536887345;175.0
2951.6277180935845;170.0
3148.4028992998233;174.0
3345.178080506062;167.0
3541.9532617123014;162.0
3738.72844291854;156.0
3935.503624124779;154.0
4132.278805331018;146.0
4329.053986537257;141.0
4525.829167743496;140.0
4722.604348949735;137.0
4919.379530155974;139.0
5116.154711362213;137.0
5312.929892568452;135.0
5509.70507377469;134.0
5706.48025498093;132.0
5903.255436187169;134.0
6100.030617393408;133.0
6296.805798599647;134.0
6493.580979805885;124.0
6690.356161012124;121.0
6887.131342218363;121.0
7083.906523424603;122.0
7280.6817046308415;121.0
7477.45688583708;121.0
7674.232067043319;121.0
7871.007248249558;121.0
8067.782429455797;121.0
8264.557610662036;121.0
8461.332791868275;122.0
8658.107973074513;122.0
8854.883154280753;122.0
9051.658335486993;122.0
9248.43351669323;122.0
9445.20869789947;123.0
9641.983879105708;123.0
9838.759060311948;123.0
10035.534241518186;124.0
10232.309422724426;126.0
10429.084603930665;125.0
10625.859785136903;137.0
10822.634966343143;144.0
11019.41014754938;143.0
11216.18532875562;144.0
11412.96050996186;144.0
11609.735691168098;143.0
11806.510872374338;145.0
12003.286053580576;148.0
12200.061234786815;149.0
12396.836415993053;151.0
12593.611597199293;151.0
12790.386778405533;149.0
12987.16195961177;149.0
13183.93714081801;152.0
13380.712322024248;153.0
13577.487503230488;151.0
13774.262684436726;151.0
13971.037865642966;151.0
