x;Height_m
0.0;411.0
94.85996836109292;420.0
189.71993672218585;427.0
284.5799050832788;429.0
379.4398734443717;432.0
474.2998418054646;440.0
569.1598101665576;446.0
664.0197785276505;449.0
758.8797468887434;452.0
853.7397152498363;453.0
948.5996836109292;455.0
1043.4596519720221;454.0
1138.3196203331152;455.0
1233.179588694208;455.0
1328.039557055301;454.0
1422.8995254163938;451.0
1517.7594937774868;449.0
1612.6194621385798;447.0
1707.4794304996726;445.0
1802.3393988607656;442.0
1897.1993672218584;440.0
1992.0593355829515;437.0
2086.9193039440443;435.0
2181.779272305137;434.0
2276.6392406662303;436.0
2371.499209027323;436.0
2466.359177388416;437.0
2561.219145749509;439.0
2656.079114110602;442.0
2750.9390824716947;445.0
2845.7990508327875;449.0
2940.659019193881;454.0
3035.5189875549736;458.0
3130.3789559160664;457.0
3225.2389242771596;453.0
3320.0988926382524;450.0
3414.9588609993452;446.0
3509.818829360438;443.0
3604.6787977215313;439.0
3699.538766082624;436.0
3794.398734443717;434.0
3889.25870280481;432.0
3984.118671165903;425.0
4078.9786395269957;422.0
4173.8386078880885;419.0
4268.698576249181;415.0
4363.558544610274;412.0
4458.418512971368;410.0
4553.278481332461;404.0
4648.138449693553;400.0
4742.998418054646;392.0
4837.858386415739;385.0
4932.718354776832;372.0
5027.578323137925;365.0
5122.438291499018;358.0
5217.298259860111;349.0
5312.158228221204;342.0
5407.018196582297;335.0
5501.8781649433895;329.0
5596.738133304482;325.0
5691.598101665575;318.0
5786.458070026669;307.0
5881.318038387762;296.0
5976.178006748854;286.0
6071.037975109947;280.0
6165.89794347104;278.0
6260.757911832133;276.0
6355.617880193226;273.0
6450.477848554319;271.0
6545.337816915412;268.0
6640.197785276505;282.0
6735.057753637598;280.0
6829.9177219986905;276.0
6924.777690359783;269.0
7019.637658720876;261.0
7114.49762708197;254.0
7209.357595443063;249.0
7304.217563804155;247.0
7399.077532165248;247.0
7493.937500526341;246.0
7588.797468887434;244.0
7683.657437248527;245.0
7778.51740560962;247.0
7873.377373970713;256.0
7968.237342331806;271.0
8063.097310692899;279.0
8157.957279053991;274.0
8252.817247415085;266.0
8347.677215776177;256.0
8442.53718413727;239.0
8537.397152498363;237.0
8632.257120859456;235.0
8727.117089220548;233.0
8821.977057581642;232.0
8916.837025942736;232.0
9011.696994303828;232.0
9106.556962664921;231.0
9201.416931026013;231.0
9296.276899387107;232.0
9391.136867748199;234.0
9485.996836109292;237.0
9580.856804470386;238.0
9675.716772831478;238.0
9770.576741192572;239.0
9865.436709553664;240.0
9960.296677914757;239.0
10055.15664627585;239.0
10150.016614636943;242.0
10244.876582998037;242.0
10339.736551359128;242.0
10434.596519720222;242.0
10529.456488081314;242.0
10624.316456442408;240.0
10719.1764248035;239.0
10814.036393164593;239.0
10908.896361525687;238.0
11003.756329886779;238.0
11098.616298247873;245.0
11193.476266608965;245.0
11288.336234970058;243.0
11383.19620333115;241.0
11478.056171692244;241.0
11572.916140053338;241.0
11667.77610841443;241.0
11762.636076775523;241.0
11857.496045136615;241.0
11952.356013497709;242.0
12047.2159818588;240.0
12142.075950219894;239.0
12236.935918580988;240.0
12331.79588694208;240.0
12426.655855303174;239.0
12521.515823664266;238.0
12616.37579202536;237.0
12711.235760386451;236.0
12806.095728747545;235.0
12900.955697108639;236.0
12995.81566546973;235.0
13090.675633830824;233.0
13185.535602191916;233.0
13280.39557055301;231.0
13375.255538914102;229.0
13470.115507275195;227.0
13564.975475636289;227.0
13659.835443997381;227.0
13754.695412358475;225.0
13849.555380719567;223.0
13944.41534908066;221.0
14039.275317441752;220.0
14134.135285802846;219.0
14228.99525416394;216.0
14323.855222525031;215.0
14418.715190886125;213.0
14513.575159247217;211.0
14608.43512760831;211.0
14703.295095969403;210.0
14798.155064330496;208.0
14893.01503269159;207.0
14987.875001052682;206.0
15082.734969413776;204.0
15177.594937774868;196.0
15272.454906135961;185.0
15367.314874497053;175.0
15462.174842858147;171.0
15557.03481121924;171.0
15651.894779580332;171.0
15746.754747941426;171.0
15841.614716302518;171.0
15936.474684663612;171.0
16031.334653024704;171.0
16126.194621385797;171.0
16221.054589746891;171.0
16315.914558107983;171.0
16410.774526469075;171.0
16505.63449483017;175.0
16600.494463191262;182.0
16695.354431552354;184.0
16790.214399913446;183.0
16885.07436827454;182.0
16979.934336635633;181.0
17074.794304996725;181.0
17169.65427335782;181.0
17264.514241718913;179.0
17359.374210080005;180.0
17454.234178441096;181.0
17549.094146802192;180.0
17643.954115163284;179.0
17738.814083524376;179.0
17833.67405188547;180.0
17928.534020246563;179.0
18023.393988607655;177.0
18118.253956968747;177.0
18213.113925329842;177.0
18307.973893690934;177.0
18402.833862052026;177.0
18497.69383041312;177.0
18592.553798774214;178.0
18687.413767135306;184.0
18782.273735496397;186.0
18877.133703857493;185.0
18971.993672218585;196.0
19066.853640579677;215.0
19161.713608940772;242.0
19256.573577301864;272.0
19351.433545662956;296.0
19446.293514024048;318.0
19541.153482385143;335.0
19636.013450746235;344.0
19730.873419107327;351.0
19825.733387468423;357.0
19920.593355829515;358.0
20015.453324190607;361.0
20110.3132925517;365.0
20205.173260912794;370.0
20300.033229273886;374.0
20394.893197634978;378.0
20489.753165996073;383.0
20584.613134357165;386.0
20679.473102718257;387.0
20774.33307107935;391.0
20869.193039440444;394.0
20964.053007801536;396.0
21058.91297616263;397.0
21153.772944523724;398.0
21248.632912884816;397.0
21343.492881245907;397.0
21438.352849607;399.0
21533.212817968095;398.0
21628.072786329187;395.0
21722.93275469028;394.0
21817.792723051374;393.0
21912.652691412466;391.0
22007.512659773558;388.0
22102.37262813465;385.0
22197.232596495745;381.0
22292.092564856837;375.0
22386.95253321793;367.0
22481.812501579025;357.0
22576.672469940117;347.0
22671.53243830121;336.0
22766.3924066623;332.0
22861.252375023396;338.0
22956.112343384488;349.0
23050.97231174558;359.0
23145.832280106675;366.0
23240.692248467767;372.0
23335.55221682886;378.0
23430.41218518995;391.0
