x;Height_m
0.0;92.0
94.33099784529597;93.0
188.66199569059194;93.0
282.9929935358879;94.0
377.3239913811839;94.0
471.65498922647987;94.0
565.9859870717758;94.0
660.3169849170717;95.0
754.6479827623677;95.0
848.9789806076637;95.0
943.3099784529597;95.0
1037.6409762982557;95.0
1131.9719741435515;94.0
1226.3029719888475;93.0
1320.6339698341435;93.0
1414.9649676794395;93.0
1509.2959655247355;93.0
1603.6269633700315;93.0
1697.9579612153275;93.0
1792.2889590606235;93.0
1886.6199569059195;93.0
1980.9509547512152;93.0
2075.2819525965115;93.0
2169.6129504418072;94.0
2263.943948287103;95.0
2358.2749461323992;94.0
2452.605943977695;94.0
2546.9369418229912;95.0
2641.267939668287;95.0
2735.598937513583;96.0
2829.929935358879;96.0
2924.260933204175;97.0
3018.591931049471;98.0
3112.9229288947668;99.0
3207.253926740063;100.0
3301.5849245853587;100.0
3395.915922430655;100.0
3490.2469202759507;100.0
3584.577918121247;99.0
3678.9089159665427;98.0
3773.239913811839;98.0
3867.5709116571347;98.0
3961.9019095024305;98.0
4056.2329073477267;98.0
4150.563905193023;98.0
4244.894903038318;97.0
4339.2259008836145;97.0
4433.556898728911;97.0
4527.887896574206;96.0
4622.218894419502;95.0
4716.5498922647985;94.0
4810.880890110095;90.0
4905.21188795539;90.0
4999.542885800686;89.0
5093.8738836459825;89.0
5188.204881491279;89.0
5282.535879336574;89.0
5376.86687718187;89.0
5471.197875027166;89.0
5565.528872872462;89.0
5659.859870717758;89.0
5754.190868563054;89.0
5848.52186640835;89.0
5942.852864253646;89.0
6037.183862098942;86.0
6131.514859944238;86.0
6225.8458577895335;86.0
6320.17685563483;86.0
6414.507853480126;85.0
6508.838851325422;85.0
6603.1698491707175;84.0
6697.500847016014;84.0
6791.83184486131;83.0
6886.162842706605;82.0
6980.4938405519015;81.0
7074.824838397198;81.0
7169.155836242494;80.0
7263.486834087789;80.0
7357.8178319330855;78.0
7452.148829778382;72.0
7546.479827623678;63.0
7640.810825468973;59.0
7735.1418233142695;59.0
7829.472821159566;59.0
7923.803819004861;59.0
8018.134816850157;59.0
8112.465814695453;59.0
8206.79681254075;59.0
8301.127810386046;59.0
8395.45880823134;59.0
8489.789806076637;59.0
8584.120803921933;59.0
8678.451801767229;59.0
8772.782799612525;59.0
8867.113797457821;59.0
8961.444795303118;60.0
9055.775793148412;60.0
9150.106790993708;60.0
9244.437788839004;60.0
9338.7687866843;60.0
9433.099784529597;60.0
9527.430782374893;60.0
9621.76178022019;60.0
9716.092778065486;60.0
9810.42377591078;60.0
9904.754773756076;60.0
9999.085771601372;60.0
10093.416769446669;60.0
10187.747767291965;60.0
10282.078765137261;60.0
10376.409762982557;60.0
10470.740760827852;60.0
10565.071758673148;60.0
10659.402756518444;60.0
10753.73375436374;60.0
10848.064752209037;60.0
10942.395750054333;60.0
11036.72674789963;60.0
11131.057745744924;60.0
11225.38874359022;60.0
11319.719741435516;60.0
11414.050739280812;60.0
11508.381737126108;60.0
11602.712734971405;60.0
11697.0437328167;60.0
11791.374730661995;60.0
11885.705728507291;60.0
11980.036726352588;60.0
12074.367724197884;60.0
12168.69872204318;60.0
12263.029719888476;60.0
12357.360717733773;60.0
12451.691715579067;60.0
12546.022713424363;60.0
12640.35371126966;60.0
12734.684709114956;60.0
12829.015706960252;60.0
12923.346704805548;60.0
13017.677702650844;60.0
13112.008700496139;60.0
13206.339698341435;60.0
13300.670696186731;60.0
13395.001694032027;60.0
13489.332691877324;60.0
13583.66368972262;60.0
13677.994687567916;60.0
13772.32568541321;60.0
13866.656683258507;60.0
13960.987681103803;60.0
14055.3186789491;60.0
14149.649676794395;60.0
14243.980674639692;60.0
14338.311672484988;60.0
14432.642670330282;61.0
14526.973668175578;61.0
14621.304666020875;61.0
14715.635663866171;61.0
14809.966661711467;61.0
14904.297659556763;61.0
14998.62865740206;61.0
15092.959655247356;61.0
15187.29065309265;61.0
15281.621650937946;61.0
15375.952648783243;61.0
15470.283646628539;61.0
15564.614644473835;61.0
15658.945642319131;61.0
15753.276640164428;60.0
15847.607638009722;60.0
15941.938635855018;60.0
16036.269633700314;60.0
16130.60063154561;60.0
16224.931629390907;60.0
16319.262627236203;60.0
16413.5936250815;60.0
16507.924622926796;60.0
16602.25562077209;60.0
16696.586618617388;60.0
16790.91761646268;60.0
16885.248614307977;60.0
16979.579612153273;60.0
17073.91060999857;60.0
17168.241607843865;60.0
17262.57260568916;60.0
17356.903603534458;60.0
17451.234601379754;60.0
17545.56559922505;60.0
17639.896597070347;60.0
17734.227594915643;60.0
17828.55859276094;60.0
17922.889590606235;60.0
18017.22058845153;60.0
18111.551586296824;59.0
18205.88258414212;59.0
18300.213581987417;59.0
18394.544579832713;59.0
18488.87557767801;59.0
18583.206575523305;59.0
18677.5375733686;59.0
18771.868571213898;59.0
18866.199569059194;60.0
18960.53056690449;60.0
19054.861564749786;60.0
19149.192562595083;60.0
19243.52356044038;60.0
19337.854558285675;60.0
19432.18555613097;60.0
19526.516553976264;60.0
19620.84755182156;60.0
