x;Height_m
0.0;245.0
141.24697702634188;244.0
282.49395405268376;240.0
423.74093107902564;238.0
564.9879081053675;232.0
706.2348851317095;231.0
847.4818621580513;226.0
988.7288391843931;222.0
1129.975816210735;220.0
1271.222793237077;208.0
1412.469770263419;204.0
1553.7167472897606;197.0
1694.9637243161026;197.0
1836.2107013424445;196.0
1977.4576783687862;198.0
2118.704655395128;198.0
2259.95163242147;202.0
2401.198609447812;210.0
2542.445586474154;219.0
2683.692563500496;222.0
2824.939540526838;208.0
2966.1865175531793;206.0
3107.4334945795213;193.0
3248.680471605863;183.0
3389.927448632205;183.0
3531.174425658547;180.0
3672.421402684889;180.0
3813.668379711231;179.0
3954.9153567375724;179.0
4096.162333763915;177.0
4237.409310790256;177.0
4378.656287816599;176.0
4519.90326484294;175.0
4661.150241869282;174.0
4802.397218895624;174.0
4943.644195921966;173.0
5084.891172948308;172.0
5226.138149974649;172.0
5367.385127000992;171.0
5508.632104027333;170.0
5649.879081053676;170.0
5791.126058080017;170.0
5932.373035106359;169.0
6073.620012132701;169.0
6214.8669891590425;168.0
6356.113966185385;168.0
6497.360943211726;167.0
6638.607920238069;167.0
6779.85489726441;166.0
6921.101874290752;166.0
7062.348851317094;166.0
7203.595828343436;166.0
7344.842805369778;165.0
7486.0897823961195;165.0
7627.336759422462;165.0
7768.583736448803;164.0
7909.830713475145;164.0
8051.077690501487;163.0
8192.32466752783;163.0
8333.571644554171;163.0
8474.818621580513;163.0
8616.065598606854;162.0
8757.312575633197;162.0
8898.559552659539;161.0
9039.80652968588;161.0
9181.053506712222;161.0
9322.300483738563;161.0
9463.547460764907;161.0
9604.794437791248;159.0
9746.04141481759;158.0
9887.288391843931;155.0
10028.535368870274;155.0
10169.782345896616;155.0
10311.029322922957;155.0
10452.276299949299;155.0
10593.52327697564;155.0
10734.770254001984;155.0
10876.017231028325;155.0
11017.264208054667;155.0
11158.511185081008;155.0
11299.758162107351;155.0
11441.005139133693;155.0
11582.252116160034;155.0
11723.499093186376;156.0
11864.746070212717;158.0
12005.99304723906;159.0
12147.240024265402;180.0
12288.487001291744;186.0
12429.733978318085;211.0
12570.980955344427;240.0
12712.22793237077;240.0
12853.474909397111;259.0
12994.721886423453;254.0
13135.968863449794;257.0
13277.215840476138;254.0
13418.462817502479;263.0
13559.70979452882;280.0
13700.956771555162;286.0
13842.203748581504;303.0
13983.450725607847;307.0
14124.697702634188;330.0
14265.94467966053;332.0
14407.191656686871;346.0
14548.438633713215;346.0
14689.685610739556;360.0
14830.932587765898;380.0
14972.179564792239;381.0
15113.42654181858;401.0
15254.673518844924;402.0
15395.920495871265;423.0
15537.167472897607;423.0
15678.414449923948;445.0
15819.66142695029;460.0
