x;Height_m
0.0;332.0
156.73026033493827;329.0
313.46052066987653;337.0
470.19078100481477;349.0
626.9210413397531;349.0
783.6513016746914;351.0
940.3815620096295;353.0
1097.1118223445678;353.0
1253.8420826795061;350.0
1410.5723430144444;343.0
1567.3026033493827;343.0
1724.032863684321;321.0
1880.763124019259;303.0
2037.4933843541974;309.0
2194.2236446891357;332.0
2350.953905024074;357.0
2507.6841653590122;374.0
2664.4144256939503;377.0
2821.144686028889;386.0
2977.874946363827;391.0
3134.6052066987654;389.0
3291.3354670337035;388.0
3448.065727368642;387.0
3604.79598770358;386.0
3761.526248038518;386.0
3918.2565083734567;385.0
4074.9867687083947;382.0
4231.717029043333;384.0
4388.447289378271;383.0
4545.177549713209;384.0
4701.907810048148;385.0
4858.638070383086;382.0
5015.3683307180245;382.0
5172.098591052963;379.0
5328.828851387901;367.0
5485.55911172284;343.0
5642.289372057778;337.0
5799.019632392716;305.0
5955.749892727654;281.0
6112.480153062593;275.0
6269.210413397531;252.0
6425.940673732469;214.0
6582.670934067407;209.0
6739.401194402345;193.0
6896.131454737284;189.0
7052.861715072222;189.0
7209.59197540716;164.0
7366.322235742098;162.0
7523.052496077036;162.0
7679.782756411975;162.0
7836.513016746913;162.0
7993.243277081851;162.0
8149.973537416789;162.0
8306.703797751728;162.0
8463.434058086666;162.0
8620.164318421605;163.0
8776.894578756543;174.0
8933.62483909148;174.0
9090.355099426419;174.0
9247.085359761357;174.0
9403.815620096297;177.0
9560.545880431235;178.0
9717.276140766173;178.0
9874.00640110111;172.0
10030.736661436049;172.0
10187.466921770987;174.0
10344.197182105925;177.0
10500.927442440863;175.0
10657.657702775801;178.0
10814.387963110741;179.0
10971.11822344568;179.0
11127.848483780617;181.0
11284.578744115555;180.0
11441.309004450493;182.0
11598.039264785431;182.0
11754.76952512037;182.0
11911.499785455308;183.0
12068.230045790246;183.0
12224.960306125186;182.0
12381.690566460124;184.0
12538.420826795062;186.0
12695.15108713;183.0
12851.881347464938;183.0
13008.611607799876;184.0
13165.341868134814;184.0
13322.072128469752;185.0
13478.80238880469;185.0
13635.53264913963;185.0
13792.262909474568;187.0
13948.993169809506;186.0
14105.723430144444;188.0
14262.453690479382;191.0
14419.18395081432;193.0
14575.914211149258;193.0
14732.644471484196;192.0
14889.374731819134;190.0
15046.104992154073;192.0
15202.835252489012;191.0
15359.56551282395;192.0
15516.295773158889;192.0
15673.026033493827;194.0
15829.756293828765;193.0
15986.486554163703;194.0
16143.21681449864;195.0
16299.947074833579;212.0
16456.67733516852;212.0
16613.407595503457;243.0
16770.137855838395;256.0
16926.868116173333;279.0
17083.59837650827;284.0
17240.32863684321;318.0
17397.058897178147;342.0
17553.789157513085;350.0
17710.519417848023;368.0
17867.24967818296;384.0
18023.9799385179;390.0
18180.710198852837;393.0
18337.440459187776;394.0
18494.170719522714;394.0
18650.900979857655;388.0
18807.631240192593;380.0
18964.36150052753;379.0
19121.09176086247;370.0
19277.822021197408;364.0
19434.552281532346;364.0
19591.282541867284;360.0
19748.01280220222;351.0
19904.74306253716;336.0
20061.473322872098;330.0
20218.203583207036;304.0
20374.933843541974;276.0
20531.664103876912;265.0
20688.39436421185;248.0
20845.12462454679;237.0
21001.854884881726;232.0
21158.585145216664;223.0
21315.315405551602;223.0
21472.04566588654;220.0
