station_id,date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max
3045,1985-01-01,-201.0,-201.0,-201.0,,16,,,,,1985,1,1,
3045,1985-01-02,-203.0,-203.0,-203.0,,16,,,,,1985,1,2,-2.0
3045,1985-01-03,-206.0,-206.0,-206.0,,16,,,,,1985,1,3,-3.0
3045,1985-01-04,-208.0,-208.0,-208.0,,16,,,,,1985,1,4,-2.0
3045,1985-01-05,-212.0,-212.0,-212.0,,16,,,,,1985,1,5,-4.0
3045,1985-01-06,-215.0,-215.0,-215.0,,16,,,,,1985,1,6,-3.0
3045,1985-01-07,-217.0,-217.0,-217.0,,16,,,,,1985,1,7,-2.0
3045,1985-01-08,-220.0,-220.0,-220.0,,16,,,,,1985,1,8,-3.0
3045,1985-01-09,-222.0,-222.0,-222.0,,16,,,,,1985,1,9,-2.0
3045,1985-01-10,-225.0,-225.0,-225.0,,16,84.0,15.0,1.0,,1985,1,10,-3.0
3045,1985-01-11,-226.0,-226.0,-226.0,,16,,,,,1985,1,11,-1.0
3045,1985-01-12,-226.0,-226.0,-226.0,,16,,,,,1985,1,12,0.0
3045,1985-01-13,-227.0,-227.0,-227.0,,16,,,,,1985,1,13,-1.0
3045,1985-01-14,-228.0,-228.0,-228.0,,16,,,,,1985,1,14,-1.0
3045,1985-01-15,-228.0,-228.0,-228.0,,16,,,,,1985,1,15,0.0
3045,1985-01-16,-229.0,-229.0,-229.0,,16,,,,,1985,1,16,-1.0
3045,1985-01-17,-230.0,-230.0,-230.0,,16,,,,,1985,1,17,-1.0
3045,1985-01-18,-231.0,-231.0,-231.0,,16,,,,,1985,1,18,-1.0
3045,1985-01-19,-233.0,-233.0,-233.0,,16,,,,,1985,1,19,-2.0
3045,1985-01-20,-233.0,-233.0,-233.0,,16,93.0,16.0,1.0,,1985,1,20,0.0
3045,1985-01-21,-238.0,-238.0,-238.0,,16,,,,,1985,1,21,-5.0
3045,1985-01-22,-243.0,-243.0,-243.0,,16,,,,,1985,1,22,-5.0
