station_id,date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max
3169,1985-01-01,109.0,109.0,109.0,,16,,,,53.102,1985,1,1,
3169,1985-01-02,109.0,109.0,109.0,,16,,,,52.0,1985,1,2,0.0
3169,1985-01-03,109.0,109.0,109.0,,16,,,,50.801,1985,1,3,0.0
3169,1985-01-04,108.0,108.0,108.0,,16,,,,49.602,1985,1,4,-1.0
3169,1985-01-05,108.0,108.0,108.0,,16,,,,48.5,1985,1,5,0.0
3169,1985-01-06,107.0,107.0,107.0,,16,,,,47.301,1985,1,6,-1.0
3169,1985-01-07,107.0,107.0,107.0,,16,,,,46.102,1985,1,7,0.0
3169,1985-01-08,107.0,107.0,107.0,,16,,,,45.0,1985,1,8,0.0
3169,1985-01-09,106.0,106.0,106.0,,16,,,,43.801,1985,1,9,-1.0
3169,1985-01-10,106.0,106.0,106.0,,16,79.0,30.0,1.0,43.301,1985,1,10,0.0
3169,1985-01-11,105.0,105.0,105.0,,16,,,,42.699,1985,1,11,-1.0
3169,1985-01-12,105.0,105.0,105.0,,16,,,,42.199,1985,1,12,0.0
3169,1985-01-13,105.0,105.0,105.0,,16,,,,41.699,1985,1,13,0.0
3169,1985-01-14,104.0,104.0,104.0,,16,,,,41.102,1985,1,14,-1.0
3169,1985-01-15,104.0,104.0,104.0,,16,,,,40.602,1985,1,15,0.0
3169,1985-01-16,104.0,104.0,104.0,,16,,,,40.102,1985,1,16,0.0
3169,1985-01-17,104.0,104.0,104.0,,16,,,,39.5,1985,1,17,0.0
3169,1985-01-18,104.0,104.0,104.0,,16,,,,29.0,1985,1,18,0.0
3169,1985-01-19,104.0,104.0,104.0,,16,,,,38.0,1985,1,19,0.0
3169,1985-01-20,103.0,103.0,103.0,,16,81.0,32.0,1.0,36.898,1985,1,20,-1.0
3169,1985-01-21,103.0,103.0,103.0,,16,,,,35.898,1985,1,21,0.0
3169,1985-01-22,103.0,103.0,103.0,,16,,,,34.898,1985,1,22,0.0
3169,1985-01-23,103.0,103.0,103.0,,16,,,,33.898,1985,1,23,0.0
3169,1985-01-24,102.0,102.0,102.0,,16,,,,32.801,1985,1,24,-1.0
3169,1985-01-25,102.0,102.0,102.0,,16,,,,31.801,1985,1,25,0.0
3169,1985-01-26,102.0,102.0,102.0,,16,,,,30.801,1985,1,26,0.0
3169,1985-01-27,101.0,101.0,101.0,,16,,,,29.699,1985,1,27,-1.0
3169,1985-01-28,101.0,101.0,101.0,,16,,,,28.699,1985,1,28,0.0
3169,1985-01-29,101.0,101.0,101.0,,16,,,,27.801,1985,1,29,0.0
