station_id,date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max
3041,1985-01-01,96.0,96.0,96.0,,16,,,,,1985,1,1,
3041,1985-01-02,93.0,93.0,93.0,,16,,,,,1985,1,2,-3.0
3041,1985-01-03,91.0,91.0,91.0,,16,,,,,1985,1,3,-2.0
3041,1985-01-04,88.0,88.0,88.0,,16,,,,,1985,1,4,-3.0
3041,1985-01-05,86.0,86.0,86.0,,16,,,,,1985,1,5,-2.0
3041,1985-01-06,84.0,84.0,84.0,,16,,,,,1985,1,6,-2.0
3041,1985-01-07,83.0,83.0,83.0,,16,,,,,1985,1,7,-1.0
3041,1985-01-08,82.0,82.0,82.0,,16,,,,,1985,1,8,-1.0
3041,1985-01-09,78.0,78.0,78.0,,16,,,,,1985,1,9,-4.0
3041,1985-01-10,77.0,77.0,77.0,,16,93.0,20.0,1.0,,1985,1,10,-1.0
3041,1985-01-11,74.0,74.0,74.0,,16,,,,,1985,1,11,-3.0
3041,1985-01-12,72.0,72.0,72.0,,16,,,,,1985,1,12,-2.0
3041,1985-01-13,69.0,69.0,69.0,,16,,,,,1985,1,13,-3.0
3041,1985-01-14,66.0,66.0,66.0,,16,,,,,1985,1,14,-3.0
3041,1985-01-15,64.0,64.0,64.0,,16,,,,,1985,1,15,-2.0
3041,1985-01-16,63.0,63.0,63.0,,16,,,,,1985,1,16,-1.0
3041,1985-01-17,61.0,61.0,61.0,,16,,,,,1985,1,17,-2.0
3041,1985-01-18,59.0,59.0,59.0,,16,,,,,1985,1,18,-2.0
3041,1985-01-19,57.0,57.0,57.0,,16,,,,,1985,1,19,-2.0
3041,1985-01-20,54.0,54.0,54.0,,16,101.0,21.0,1.0,,1985,1,20,-3.0
3041,1985-01-21,53.0,53.0,53.0,,16,,,,,1985,1,21,-1.0
3041,1985-01-22,51.0,51.0,51.0,,16,,,,,1985,1,22,-2.0
3041,1985-01-23,49.0,49.0,49.0,,16,,,,,1985,1,23,-2.0
3041,1985-01-24,47.0,47.0,47.0,,16,,,,,1985,1,24,-2.0
3041,1985-01-25,46.0,46.0,46.0,,16,,,,,1985,1,25,-1.0
3041,1985-01-26,44.0,44.0,44.0,,16,,,,,1985,1,26,-2.0
3041,1985-01-27,42.0,42.0,42.0,,16,,,,,1985,1,27,-2.0
3041,1985-01-28,42.0,42.0,42.0,,16,,,,,1985,1,28,0.0
3041,1985-01-29,41.0,41.0,41.0,,16,,,,,1985,1,29,-1.0
3041,1985-01-30,40.0,40.0,40.0,,16,,,,,1985,1,30,-1.0
3041,1985-01-31,39.0,39.0,39.0,,16,114.0,22.0,1.0,,1985,1,31,-1.0
3041,1985-02-01,37.0,37.0,37.0,,16,,,,,1985,2,32,-2.0
3041,1985-02-02,35.0,35.0,35.0,,16,,,,,1985,2,33,-2.0
3041,1985-02-03,33.0,33.0,33.0,,16,,,,,1985,2,34,-2.0
3041,1985-02-04,31.0,31.0,31.0,,16,,,,,1985,2,35,-2.0
3041,1985-02-05,30.0,30.0,30.0,,16,,,,,1985,2,36,-1.0
3041,1985-02-06,29.0,29.0,29.0,,16,,,,,1985,2,37,-1.0
3041,1985-02-07,28.0,28.0,28.0,,16,,,,,1985,2,38,-1.0
3041,1985-02-08,27.0,27.0,27.0,,16,,,,,1985,2,39,-1.0
3041,1985-02-09,26.0,26.0,26.0,,16,,,,,1985,2,40,-1.0
3041,1985-02-10,25.0,25.0,25.0,,16,121.0,21.0,1.0,,1985,2,41,-1.0
3041,1985-02-11,24.0,24.0,24.0,,16,,,,,1985,2,42,-1.0
3041,1985-02-12,23.0,23.0,23.0,,16,,,,,1985,2,43,-1.0
3041,1985-02-13,23.0,23.0,23.0,,16,,,,,1985,2,44,0.0
3041,1985-02-14,23.0,23.0,23.0,,16,,,,,1985,2,45,0.0
3041,1985-02-15,22.0,22.0,22.0,,16,,,,,1985,2,46,-1.0
3041,1985-02-16,21.0,21.0,21.0,,16,,,,,1985,2,47,-1.0
3041,1985-02-17,20.0,20.0,20.0,,16,,,,,1985,2,48,-1.0
3041,1985-02-18,19.0,19.0,19.0,,16,,,,,1985,2,49,-1.0
3041,1985-02-19,19.0,19.0,19.0,,16,,,,,1985,2,50,0.0
3041,1985-02-20,18.0,18.0,18.0,,16,130.0,23.0,1.0,,1985,2,51,-1.0
3041,1985-02-21,17.0,17.0,17.0,,16,,,,,1985,2,52,-1.0
3041,1985-02-22,16.0,16.0,16.0,,16,,,,,1985,2,53,-1.0
3041,1985-02-23,15.0,15.0,15.0,,16,,,,,1985,2,54,-1.0
3041,1985-02-24,14.0,14.0,14.0,,16,,,,,1985,2,55,-1.0
3041,1985-02-25,13.0,13.0,13.0,,16,,,,,1985,2,56,-1.0
3041,1985-02-26,13.0,13.0,13.0,,16,,,,,1985,2,57,0.0
3041,1985-02-27,12.0,12.0,12.0,,16,,,,,1985,2,58,-1.0
3041,1985-02-28,10.0,10.0,10.0,,16,135.0,24.0,1.0,,1985,2,59,-2.0
3041,1985-03-01,11.0,11.0,11.0,,16,,,,,1985,3,60,1.0
3041,1985-03-02,11.0,11.0,11.0,,16,,,,,1985,3,61,0.0
3041,1985-03-03,11.0,11.0,11.0,,16,,,,,1985,3,62,0.0
3041,1985-03-04,11.0,11.0,11.0,,16,,,,,1985,3,63,0.0
3041,1985-03-05,11.0,11.0,11.0,,16,,,,,1985,3,64,0.0
3041,1985-03-06,11.0,11.0,11.0,,16,,,,,1985,3,65,0.0
3041,1985-03-07,10.0,10.0,10.0,,16,,,,,1985,3,66,-1.0
3041,1985-03-08,10.0,10.0,10.0,,16,,,,,1985,3,67,0.0
3041,1985-03-09,9.0,9.0,9.0,,16,,,,,1985,3,68,-1.0
3041,1985-03-10,9.0,9.0,9.0,,16,137.0,22.0,1.0,,1985,3,69,0.0
3041,1985-03-11,8.0,8.0,8.0,,16,,,,,1985,3,70,-1.0
3041,1985-03-12,7.0,7.0,7.0,,16,,,,,1985,3,71,-1.0
3041,1985-03-13,7.0,7.0,7.0,,16,,,,,1985,3,72,0.0
3041,1985-03-14,7.0,7.0,7.0,,16,,,,,1985,3,73,0.0
3041,1985-03-15,7.0,7.0,7.0,,16,,,,,1985,3,74,0.0
3041,1985-03-16,7.0,7.0,7.0,,16,,,,,1985,3,75,0.0
3041,1985-03-17,6.0,6.0,6.0,,16,,,,,1985,3,76,-1.0
3041,1985-03-18,6.0,6.0,6.0,,16,,,,,1985,3,77,0.0
3041,1985-03-19,5.0,5.0,5.0,,16,,,,,1985,3,78,-1.0
3041,1985-03-20,5.0,5.0,5.0,,16,138.0,22.0,1.0,,1985,3,79,0.0
3041,1985-03-21,5.0,5.0,5.0,,16,,,,,1985,3,80,0.0
3041,1985-03-22,5.0,5.0,5.0,,16,,,,,1985,3,81,0.0
3041,1985-03-23,5.0,5.0,5.0,,16,,,,,1985,3,82,0.0
3041,1985-03-24,4.0,4.0,4.0,,16,,,,,1985,3,83,-1.0
3041,1985-03-25,3.0,3.0,3.0,,16,,,,,1985,3,84,-1.0
3041,1985-03-26,2.0,2.0,2.0,,16,,,,,1985,3,85,-1.0
3041,1985-03-27,2.0,2.0,2.0,,16,,,,,1985,3,86,0.0
3041,1985-03-28,1.0,1.0,1.0,,16,,,,,1985,3,87,-1.0
3041,1985-03-29,0.0,0.0,0.0,,16,,,,,1985,3,88,-1.0
3041,1985-03-30,0.0,0.0,0.0,,16,,,,,1985,3,89,0.0
3041,1985-03-31,0.0,0.0,0.0,,16,140.0,23.0,1.0,,1985,3,90,0.0
3041,1985-04-01,-2.0,-2.0,-2.0,,16,,,,,1985,4,91,-2.0
3041,1985-04-02,-2.0,-2.0,-2.0,,16,,,,,1985,4,92,0.0
3041,1985-04-03,-2.0,-2.0,-2.0,,16,,,,,1985,4,93,0.0
3041,1985-04-04,-2.0,-2.0,-2.0,,16,,,,,1985,4,94,0.0
3041,1985-04-05,-2.0,-2.0,-2.0,,16,,,,,1985,4,95,0.0
3041,1985-04-06,-2.0,-2.0,-2.0,,16,,,,,1985,4,96,0.0
3041,1985-04-07,-2.0,-2.0,-2.0,,16,,,,,1985,4,97,0.0
3041,1985-04-08,-2.0,-2.0,-2.0,,16,,,,,1985,4,98,0.0
3041,1985-04-09,-3.0,-3.0,-3.0,,16,,,,,1985,4,99,-1.0
3041,1985-04-10,-3.0,-3.0,-3.0,,16,142.0,23.0,1.0,,1985,4,100,0.0
3041,1985-04-11,-3.0,-3.0,-3.0,,16,,,,,1985,4,101,0.0
