station_id,date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max
3019,1985-01-01,-23.0,-23.0,-23.0,,16,,,,,1985,1,1,
3019,1985-01-02,-23.0,-23.0,-23.0,,16,,,,,1985,1,2,0.0
3019,1985-01-03,-23.0,-23.0,-23.0,,16,,,,,1985,1,3,0.0
3019,1985-01-04,-24.0,-24.0,-24.0,,16,,,,,1985,1,4,-1.0
3019,1985-01-05,-24.0,-24.0,-24.0,,16,53.0,29.0,1.0,,1985,1,5,0.0
3019,1985-01-06,-24.0,-24.0,-24.0,,16,,,,,1985,1,6,0.0
3019,1985-01-07,-24.0,-24.0,-24.0,,16,,,,,1985,1,7,0.0
3019,1985-01-08,-24.0,-24.0,-24.0,,16,,,,,1985,1,8,0.0
3019,1985-01-09,-24.0,-24.0,-24.0,,16,,,,,1985,1,9,0.0
3019,1985-01-10,-24.0,-24.0,-24.0,,16,55.0,31.0,1.0,,1985,1,10,0.0
3019,1985-01-11,-24.0,-24.0,-24.0,,16,,,,,1985,1,11,0.0
3019,1985-01-12,-24.0,-24.0,-24.0,,16,,,,,1985,1,12,0.0
3019,1985-01-13,-24.0,-24.0,-24.0,,16,,,,,1985,1,13,0.0
3019,1985-01-14,-25.0,-25.0,-24.0,,16,,,,,1985,1,14,0.0
3019,1985-01-15,-26.0,-26.0,-25.0,,16,56.0,32.0,1.0,,1985,1,15,-1.0
3019,1985-01-16,-26.0,-26.0,-26.0,,16,,,,,1985,1,16,-1.0
3019,1985-01-17,-26.0,-26.0,-26.0,,16,,,,,1985,1,17,0.0
3019,1985-01-18,-26.0,-26.0,-26.0,,16,,,,,1985,1,18,0.0
3019,1985-01-19,-27.0,-27.0,-26.0,,16,,,,,1985,1,19,0.0
3019,1985-01-20,-27.0,-27.0,-27.0,,16,50.0,36.0,1.0,,1985,1,20,-1.0
3019,1985-01-21,-27.0,-27.0,-27.0,,16,,,,,1985,1,21,0.0
3019,1985-01-22,-27.0,-27.0,-27.0,,16,,,,,1985,1,22,0.0
3019,1985-01-23,-27.0,-27.0,-27.0,,16,,,,,1985,1,23,0.0
3019,1985-01-24,-28.0,-28.0,-27.0,,16,,,,,1985,1,24,0.0
3019,1985-01-25,-28.0,-28.0,-28.0,,16,57.0,36.0,1.0,,1985,1,25,-1.0
3019,1985-01-26,-28.0,-28.0,-28.0,,16,,,,,1985,1,26,0.0
3019,1985-01-27,-28.0,-28.0,-28.0,,16,,,,,1985,1,27,0.0
3019,1985-01-28,-28.0,-28.0,-28.0,,16,,,,,1985,1,28,0.0
3019,1985-01-29,-28.0,-28.0,-28.0,,16,,,,,1985,1,29,0.0
3019,1985-01-30,-28.0,-28.0,-28.0,,16,,,,,1985,1,30,0.0
3019,1985-01-31,-28.0,-28.0,-28.0,,16,58.0,44.0,1.0,,1985,1,31,0.0
3019,1985-02-01,-28.0,-28.0,-28.0,,16,,,,,1985,2,32,0.0
3019,1985-02-02,-28.0,-28.0,-28.0,,16,,,,,1985,2,33,0.0
3019,1985-02-03,-28.0,-28.0,-28.0,,16,,,,,1985,2,34,0.0
3019,1985-02-04,-28.0,-28.0,-28.0,,16,,,,,1985,2,35,0.0
