station_id,date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max
3031,1985-01-01,152.0,152.0,152.0,,16,,,,,1985,1,1,
3031,1985-01-02,150.0,150.0,150.0,,16,,,,,1985,1,2,-2.0
3031,1985-01-03,147.0,147.0,147.0,,16,,,,,1985,1,3,-3.0
3031,1985-01-04,146.0,146.0,146.0,,16,,,,,1985,1,4,-1.0
3031,1985-01-05,145.0,145.0,145.0,,16,,,,,1985,1,5,-1.0
3031,1985-01-06,142.0,142.0,142.0,,16,,,,,1985,1,6,-3.0
3031,1985-01-07,139.0,139.0,139.0,,16,,,,,1985,1,7,-3.0
3031,1985-01-08,138.0,138.0,138.0,,16,,,,,1985,1,8,-1.0
3031,1985-01-09,137.0,137.0,137.0,,16,,,,,1985,1,9,-1.0
3031,1985-01-10,136.0,136.0,136.0,,16,101.0,2.0,1.0,,1985,1,10,-1.0
3031,1985-01-11,131.0,131.0,131.0,,16,,,,,1985,1,11,-5.0
3031,1985-01-12,128.0,128.0,128.0,,16,,,,,1985,1,12,-3.0
3031,1985-01-13,127.0,127.0,127.0,,16,,,,,1985,1,13,-1.0
3031,1985-01-14,125.0,125.0,125.0,,16,,,,,1985,1,14,-2.0
3031,1985-01-15,122.0,122.0,122.0,,16,,,,,1985,1,15,-3.0
3031,1985-01-16,120.0,120.0,120.0,,16,,,,,1985,1,16,-2.0
3031,1985-01-17,117.0,117.0,117.0,,16,,,,,1985,1,17,-3.0
3031,1985-01-18,115.0,115.0,115.0,,16,,,,,1985,1,18,-2.0
3031,1985-01-19,113.0,113.0,113.0,,16,,,,,1985,1,19,-2.0
3031,1985-01-20,111.0,111.0,111.0,,16,128.0,5.0,1.0,,1985,1,20,-2.0
3031,1985-01-21,107.0,107.0,107.0,,16,,,,,1985,1,21,-4.0
3031,1985-01-22,105.0,105.0,105.0,,16,,,,,1985,1,22,-2.0
3031,1985-01-23,103.0,103.0,103.0,,16,,,,,1985,1,23,-2.0
3031,1985-01-24,100.0,100.0,100.0,,16,,,,,1985,1,24,-3.0
3031,1985-01-25,95.0,95.0,95.0,,16,,,,,1985,1,25,-5.0
3031,1985-01-26,93.0,93.0,93.0,,16,,,,,1985,1,26,-2.0
