wind_direction,wind_speed_aver,precipitation,station_id,date
0.0,0.0,0.0,3027,1985-01-01
0.0,0.0,0.0,3027,1985-01-02
0.0,0.0,0.0,3027,1985-01-03
0.0,0.0,0.0,3027,1985-01-04
300.0,1.0,0.0,3027,1985-01-05
190.0,1.0,0.0,3027,1985-01-06
100.0,5.0,0.0,3027,1985-01-07
0.0,0.0,0.0,3027,1985-01-08
180.0,1.0,0.0,3027,1985-01-09
330.0,1.0,0.0,3027,1985-01-10
0.0,0.0,0.0,3027,1985-01-11
0.0,0.0,0.0,3027,1985-01-12
0.0,0.0,0.0,3027,1985-01-13
0.0,0.0,0.0,3027,1985-01-14
0.0,0.0,0.0,3027,1985-01-15
0.0,0.0,0.0,3027,1985-01-16
0.0,0.0,0.0,3027,1985-01-17
0.0,0.0,0.0,3027,1985-01-18
0.0,0.0,0.0,3027,1985-01-19
350.0,3.0,0.0,3027,1985-01-20
200.0,4.0,0.0,3027,1985-01-21
170.0,1.0,0.0,3027,1985-01-22
0.0,0.0,0.0,3027,1985-01-23
0.0,0.0,0.0,3027,1985-01-24
0.0,0.0,0.0,3027,1985-01-25
350.0,2.0,0.0,3027,1985-01-26
320.0,2.0,0.0,3027,1985-01-27
0.0,0.0,0.0,3027,1985-01-28
0.0,0.0,0.0,3027,1985-01-29
290.0,4.0,0.0,3027,1985-01-30
320.0,3.0,0.0,3027,1985-01-31
350.0,4.0,0.0,3027,1985-02-01
0.0,0.0,0.0,3027,1985-02-02
0.0,0.0,0.0,3027,1985-02-03
340.0,2.0,0.0,3027,1985-02-04
0.0,0.0,0.0,3027,1985-02-05
0.0,0.0,0.0,3027,1985-02-06
0.0,0.0,0.0,3027,1985-02-07
0.0,0.0,0.0,3027,1985-02-08
0.0,0.0,0.0,3027,1985-02-09
0.0,0.0,0.0,3027,1985-02-10
0.0,0.0,0.0,3027,1985-02-11
0.0,0.0,0.0,3027,1985-02-12
0.0,0.0,0.0,3027,1985-02-13
0.0,0.0,0.0,3027,1985-02-14
0.0,0.0,0.0,3027,1985-02-15
0.0,0.0,0.0,3027,1985-02-16
320.0,3.0,0.0,3027,1985-02-17
0.0,0.0,0.0,3027,1985-02-18
0.0,0.0,0.0,3027,1985-02-19
0.0,0.0,0.0,3027,1985-02-20
0.0,0.0,0.0,3027,1985-02-21
0.0,0.0,0.0,3027,1985-02-22
0.0,0.0,0.0,3027,1985-02-23
0.0,0.0,0.0,3027,1985-02-24
0.0,0.0,0.0,3027,1985-02-25
0.0,0.0,0.0,3027,1985-02-26
0.0,0.0,0.0,3027,1985-02-27
0.0,0.0,0.0,3027,1985-02-28
0.0,0.0,0.0,3027,1985-03-01
0.0,0.0,0.0,3027,1985-03-02
0.0,0.0,0.0,3027,1985-03-03
200.0,8.0,0.0,3027,1985-03-04
200.0,6.0,0.0,3027,1985-03-05
340.0,2.0,0.0,3027,1985-03-06
350.0,3.0,0.0,3027,1985-03-07
190.0,3.0,0.0,3027,1985-03-08
180.0,2.0,0.0,3027,1985-03-09
360.0,4.0,0.0,3027,1985-03-10
350.0,6.0,0.0,3027,1985-03-11
180.0,6.0,0.0,3027,1985-03-12
190.0,4.0,0.0,3027,1985-03-13
180.0,6.0,0.0,3027,1985-03-14
200.0,4.0,0.0,3027,1985-03-15
190.0,2.0,0.0,3027,1985-03-16
180.0,1.0,0.0,3027,1985-03-17
0.0,0.0,0.0,3027,1985-03-18
190.0,5.0,0.0,3027,1985-03-19
240.0,2.0,0.0,3027,1985-03-20
0.0,0.0,0.0,3027,1985-03-21
120.0,1.0,0.0,3027,1985-03-22
0.0,0.0,0.0,3027,1985-03-23
180.0,1.0,0.0,3027,1985-03-24
0.0,0.0,0.0,3027,1985-03-25
150.0,5.0,0.0,3027,1985-03-26
200.0,2.0,0.0,3027,1985-03-27
0.0,0.0,0.0,3027,1985-03-28
180.0,1.0,0.0,3027,1985-03-29
180.0,6.0,0.0,3027,1985-03-30
150.0,3.0,0.0,3027,1985-03-31
330.0,6.0,0.0,3027,1985-04-01
200.0,1.0,0.0,3027,1985-04-02
220.0,8.0,0.0,3027,1985-04-03
260.0,7.0,0.0,3027,1985-04-04
300.0,2.0,0.0,3027,1985-04-05
350.0,5.0,0.0,3027,1985-04-06
360.0,5.0,0.0,3027,1985-04-07
10.0,4.0,0.0,3027,1985-04-08
0.0,0.0,0.0,3027,1985-04-09
0.0,0.0,0.0,3027,1985-04-10
50.0,1.0,0.0,3027,1985-04-11
70.0,1.0,0.0,3027,1985-04-12
300.0,1.0,0.0,3027,1985-04-13
0.0,0.0,0.0,3027,1985-04-14
0.0,0.0,0.0,3027,1985-04-15
240.0,1.0,0.0,3027,1985-04-16
170.0,1.0,0.0,3027,1985-04-17
0.0,0.0,0.0,3027,1985-04-18
150.0,4.0,0.0,3027,1985-04-19
0.0,0.0,0.0,3027,1985-04-20
160.0,2.0,0.0,3027,1985-04-21
350.0,1.0,0.0,3027,1985-04-22
210.0,4.0,0.0,3027,1985-04-23
0.0,0.0,0.0,3027,1985-04-24
0.0,0.0,0.0,3027,1985-04-25
90.0,1.0,0.0,3027,1985-04-26
190.0,3.0,0.0,3027,1985-04-27
330.0,2.0,0.0,3027,1985-04-28
210.0,2.0,0.0,3027,1985-04-29
180.0,2.0,0.0,3027,1985-04-30
30.0,1.0,0.0,3027,1985-05-01
140.0,2.0,0.0,3027,1985-05-02
360.0,3.0,0.0,3027,1985-05-03
0.0,0.0,0.0,3027,1985-05-04
0.0,0.0,0.0,3027,1985-05-05
200.0,6.0,0.0,3027,1985-05-06
150.0,3.0,0.0,3027,1985-05-07
190.0,7.0,0.0,3027,1985-05-08
200.0,4.0,0.0,3027,1985-05-09
200.0,2.0,0.0,3027,1985-05-10
280.0,2.0,0.0,3027,1985-05-11
210.0,4.0,0.0,3027,1985-05-12
250.0,1.0,0.0,3027,1985-05-13
0.0,0.0,0.0,3027,1985-05-14
200.0,1.0,0.0,3027,1985-05-15
0.0,0.0,0.0,3027,1985-05-16
180.0,5.0,0.0,3027,1985-05-17
200.0,3.0,0.0,3027,1985-05-18
190.0,5.0,0.0,3027,1985-05-19
300.0,4.0,0.0,3027,1985-05-20
170.0,1.0,0.0,3027,1985-05-21
300.0,2.0,0.0,3027,1985-05-22
300.0,2.0,0.0,3027,1985-05-23
350.0,3.0,0.0,3027,1985-05-24
230.0,3.0,0.0,3027,1985-05-25
0.0,0.0,0.0,3027,1985-05-26
190.0,1.0,0.0,3027,1985-05-27
0.0,0.0,0.0,3027,1985-05-28
0.0,0.0,0.0,3027,1985-05-29
0.0,0.0,0.0,3027,1985-05-30
340.0,2.0,0.0,3027,1985-05-31
240.0,1.0,0.0,3027,1985-06-01
0.0,0.0,0.0,3027,1985-06-02
110.0,1.0,0.0,3027,1985-06-03
120.0,2.0,0.0,3027,1985-06-04
180.0,2.0,0.0,3027,1985-06-05
320.0,3.0,0.0,3027,1985-06-06
