wind_direction,wind_speed_aver,precipitation,station_id,date
100.0,1.0,0.0,3019,1985-01-01
0.0,0.0,0.0,3019,1985-01-02
0.0,0.0,0.0,3019,1985-01-03
0.0,0.0,0.0,3019,1985-01-04
0.0,0.0,0.0,3019,1985-01-05
0.0,0.0,0.0,3019,1985-01-06
180.0,4.0,0.0,3019,1985-01-07
0.0,0.0,0.0,3019,1985-01-08
270.0,1.0,0.0,3019,1985-01-09
0.0,0.0,0.0,3019,1985-01-10
0.0,0.0,0.0,3019,1985-01-11
0.0,0.0,0.0,3019,1985-01-12
0.0,0.0,0.0,3019,1985-01-13
80.0,1.0,0.0,3019,1985-01-14
0.0,0.0,0.0,3019,1985-01-15
0.0,0.0,0.0,3019,1985-01-16
0.0,0.0,0.0,3019,1985-01-17
0.0,0.0,0.0,3019,1985-01-18
0.0,0.0,0.0,3019,1985-01-19
0.0,0.0,0.0,3019,1985-01-20
250.0,1.0,0.0,3019,1985-01-21
0.0,0.0,0.0,3019,1985-01-22
0.0,0.0,0.0,3019,1985-01-23
0.0,0.0,0.0,3019,1985-01-24
130.0,1.0,0.0,3019,1985-01-25
255.0,1.0,0.0,3019,1985-01-26
0.0,0.0,0.0,3019,1985-01-27
0.0,0.0,0.0,3019,1985-01-28
0.0,0.0,0.0,3019,1985-01-29
210.0,3.0,0.0,3019,1985-01-30
310.0,4.0,0.0,3019,1985-01-31
350.0,1.0,0.0,3019,1985-02-01
0.0,0.0,0.0,3019,1985-02-02
290.0,1.0,0.0,3019,1985-02-03
0.0,0.0,0.0,3019,1985-02-04
270.0,1.0,0.0,3019,1985-02-05
0.0,0.0,0.0,3019,1985-02-06
0.0,0.0,0.0,3019,1985-02-07
0.0,0.0,0.0,3019,1985-02-08
0.0,0.0,0.0,3019,1985-02-09
0.0,0.0,0.0,3019,1985-02-10
0.0,0.0,0.0,3019,1985-02-11
0.0,0.0,0.0,3019,1985-02-12
240.0,1.0,0.0,3019,1985-02-13
0.0,0.0,0.0,3019,1985-02-14
0.0,0.0,0.0,3019,1985-02-15
0.0,0.0,0.0,3019,1985-02-16
0.0,0.0,0.0,3019,1985-02-17
0.0,0.0,0.0,3019,1985-02-18
0.0,0.0,0.0,3019,1985-02-19
0.0,0.0,0.0,3019,1985-02-20
0.0,0.0,0.0,3019,1985-02-21
0.0,0.0,0.0,3019,1985-02-22
0.0,0.0,0.0,3019,1985-02-23
0.0,0.0,0.0,3019,1985-02-24
0.0,0.0,0.0,3019,1985-02-25
0.0,0.0,0.0,3019,1985-02-26
0.0,0.0,0.0,3019,1985-02-27
270.0,1.0,0.0,3019,1985-02-28
0.0,0.0,0.0,3019,1985-03-01
0.0,0.0,0.0,3019,1985-03-02
0.0,0.0,0.0,3019,1985-03-03
190.0,4.0,0.0,3019,1985-03-04
200.0,7.0,0.0,3019,1985-03-05
230.0,6.0,0.0,3019,1985-03-06
40.0,5.0,0.0,3019,1985-03-07
0.0,0.0,0.0,3019,1985-03-08
200.0,5.0,0.0,3019,1985-03-09
210.0,5.0,0.0,3019,1985-03-10
40.0,4.0,0.0,3019,1985-03-11
190.0,4.0,0.0,3019,1985-03-12
200.0,4.0,0.0,3019,1985-03-13
180.0,2.0,0.0,3019,1985-03-14
300.0,1.0,0.0,3019,1985-03-15
190.0,1.0,0.0,3019,1985-03-16
0.0,0.0,0.0,3019,1985-03-17
175.0,2.0,0.0,3019,1985-03-18
205.0,5.0,0.0,3019,1985-03-19
0.0,0.0,0.0,3019,1985-03-20
210.0,5.0,0.0,3019,1985-03-21
0.0,0.0,0.0,3019,1985-03-22
270.0,6.0,0.0,3019,1985-03-23
0.0,0.0,0.0,3019,1985-03-24
0.0,0.0,0.0,3019,1985-03-25
210.0,4.0,0.0,3019,1985-03-26
170.0,1.0,0.0,3019,1985-03-27
200.0,2.0,0.0,3019,1985-03-28
160.0,2.0,0.0,3019,1985-03-29
270.0,2.0,0.0,3019,1985-03-30
140.0,2.0,0.0,3019,1985-03-31
340.0,8.0,0.0,3019,1985-04-01
0.0,0.0,0.0,3019,1985-04-02
230.0,6.0,0.0,3019,1985-04-03
210.0,4.0,0.0,3019,1985-04-04
105.0,3.0,0.0,3019,1985-04-05
250.0,5.0,0.0,3019,1985-04-06
5.0,4.0,0.0,3019,1985-04-07
30.0,2.0,0.0,3019,1985-04-08
0.0,0.0,0.0,3019,1985-04-09
0.0,0.0,0.0,3019,1985-04-10
310.0,4.0,0.0,3019,1985-04-11
290.0,1.0,0.0,3019,1985-04-12
0.0,0.0,0.0,3019,1985-04-13
0.0,0.0,0.0,3019,1985-04-14
260.0,1.0,0.0,3019,1985-04-15
165.0,1.0,0.0,3019,1985-04-16
170.0,1.0,0.0,3019,1985-04-17
280.0,1.0,0.0,3019,1985-04-18
170.0,2.0,0.0,3019,1985-04-19
160.0,1.0,0.0,3019,1985-04-20
310.0,1.0,0.0,3019,1985-04-21
0.0,0.0,0.0,3019,1985-04-22
220.0,1.0,0.0,3019,1985-04-23
340.0,3.0,0.0,3019,1985-04-24
200.0,1.0,0.0,3019,1985-04-25
250.0,6.0,0.0,3019,1985-04-26
275.0,4.0,0.0,3019,1985-04-27
0.0,0.0,0.0,3019,1985-04-28
200.0,1.0,0.0,3019,1985-04-29
120.0,2.0,0.0,3019,1985-04-30
20.0,1.0,0.0,3019,1985-05-01
0.0,0.0,0.0,3019,1985-05-02
210.0,1.0,0.0,3019,1985-05-03
0.0,0.0,0.0,3019,1985-05-04
0.0,0.0,0.0,3019,1985-05-05
90.0,2.0,0.0,3019,1985-05-06
180.0,2.0,0.0,3019,1985-05-07
240.0,3.0,0.0,3019,1985-05-08
180.0,1.0,0.0,3019,1985-05-09
250.0,2.0,0.0,3019,1985-05-10
210.0,4.0,0.0,3019,1985-05-11
160.0,1.0,0.0,3019,1985-05-12
300.0,1.0,0.0,3019,1985-05-13
0.0,0.0,0.0,3019,1985-05-14
310.0,6.0,0.0,3019,1985-05-15
245.0,1.0,0.0,3019,1985-05-16
180.0,1.0,0.0,3019,1985-05-17
150.0,1.0,0.0,3019,1985-05-18
200.0,4.0,0.0,3019,1985-05-19
230.0,4.0,0.0,3019,1985-05-20
230.0,5.0,0.0,3019,1985-05-21
120.0,2.0,0.0,3019,1985-05-22
230.0,6.0,0.0,3019,1985-05-23
230.0,2.0,0.0,3019,1985-05-24
30.0,2.0,0.0,3019,1985-05-25
0.0,0.0,0.0,3019,1985-05-26
190.0,1.0,0.0,3019,1985-05-27
