wind_direction,wind_speed_aver,precipitation,station_id,date
0.0,0.0,0.0,3045,1985-01-01
200.0,1.0,0.0,3045,1985-01-02
280.0,4.0,0.0,3045,1985-01-03
280.0,2.0,0.0,3045,1985-01-04
270.0,1.0,0.0,3045,1985-01-05
0.0,0.0,0.0,3045,1985-01-06
20.0,3.0,0.0,3045,1985-01-07
350.0,1.0,0.0,3045,1985-01-08
0.0,0.0,0.0,3045,1985-01-09
10.0,2.0,0.0,3045,1985-01-10
0.0,0.0,0.0,3045,1985-01-11
190.0,1.0,0.0,3045,1985-01-12
300.0,1.0,0.0,3045,1985-01-13
360.0,1.0,0.0,3045,1985-01-14
0.0,0.0,0.0,3045,1985-01-15
0.0,0.0,0.0,3045,1985-01-16
340.0,2.0,0.0,3045,1985-01-17
360.0,1.0,0.0,3045,1985-01-18
0.0,0.0,0.0,3045,1985-01-19
0.0,0.0,0.0,3045,1985-01-20
350.0,1.0,0.0,3045,1985-01-21
0.0,0.0,0.0,3045,1985-01-22
0.0,0.0,0.0,3045,1985-01-23
0.0,0.0,0.0,3045,1985-01-24
0.0,0.0,0.0,3045,1985-01-25
350.0,1.0,0.0,3045,1985-01-26
340.0,1.0,0.0,3045,1985-01-27
0.0,0.0,0.0,3045,1985-01-28
340.0,1.0,0.0,3045,1985-01-29
360.0,3.0,0.0,3045,1985-01-30
0.0,0.0,0.0,3045,1985-01-31
200.0,2.0,0.0,3045,1985-02-01
360.0,2.0,0.0,3045,1985-02-02
320.0,1.0,0.0,3045,1985-02-03
230.0,3.0,0.0,3045,1985-02-04
310.0,1.0,0.0,3045,1985-02-05
0.0,0.0,0.0,3045,1985-02-06
210.0,2.0,0.0,3045,1985-02-07
10.0,1.0,0.0,3045,1985-02-08
340.0,2.0,0.0,3045,1985-02-09
180.0,1.0,0.0,3045,1985-02-10
290.0,1.0,0.0,3045,1985-02-11
10.0,3.0,0.0,3045,1985-02-12
0.0,0.0,0.0,3045,1985-02-13
290.0,3.0,0.0,3045,1985-02-14
320.0,3.0,0.0,3045,1985-02-15
190.0,1.0,0.0,3045,1985-02-16
250.0,2.0,0.0,3045,1985-02-17
300.0,2.0,0.0,3045,1985-02-18
330.0,1.0,0.0,3045,1985-02-19
0.0,0.0,0.0,3045,1985-02-20
180.0,1.0,0.0,3045,1985-02-21
0.0,0.0,0.0,3045,1985-02-22
0.0,0.0,0.0,3045,1985-02-23
0.0,0.0,0.0,3045,1985-02-24
180.0,1.0,0.0,3045,1985-02-25
160.0,1.0,0.0,3045,1985-02-26
300.0,2.0,0.0,3045,1985-02-27
0.0,0.0,0.0,3045,1985-02-28
330.0,1.0,0.0,3045,1985-03-01
300.0,1.0,0.0,3045,1985-03-02
210.0,1.0,0.0,3045,1985-03-03
200.0,4.0,0.0,3045,1985-03-04
160.0,1.0,0.0,3045,1985-03-05
0.0,0.0,0.0,3045,1985-03-06
360.0,2.0,0.0,3045,1985-03-07
295.0,3.0,0.0,3045,1985-03-08
310.0,1.0,0.0,3045,1985-03-09
355.0,1.0,0.0,3045,1985-03-10
250.0,1.0,0.0,3045,1985-03-11
180.0,4.0,0.0,3045,1985-03-12
0.0,0.0,0.0,3045,1985-03-13
150.0,2.0,0.0,3045,1985-03-14
200.0,1.0,0.0,3045,1985-03-15
0.0,0.0,0.0,3045,1985-03-16
320.0,1.0,0.0,3045,1985-03-17
300.0,1.0,0.0,3045,1985-03-18
200.0,1.0,0.0,3045,1985-03-19
25.0,2.0,0.0,3045,1985-03-20
350.0,1.0,0.0,3045,1985-03-21
20.0,2.0,0.0,3045,1985-03-22
40.0,1.0,0.0,3045,1985-03-23
150.0,1.0,0.0,3045,1985-03-24
330.0,5.0,0.0,3045,1985-03-25
230.0,1.0,0.0,3045,1985-03-26
20.0,3.0,0.0,3045,1985-03-27
350.0,1.0,0.0,3045,1985-03-28
350.0,3.0,0.0,3045,1985-03-29
10.0,2.0,0.0,3045,1985-03-30
350.0,1.0,0.0,3045,1985-03-31
310.0,6.0,0.0,3045,1985-04-01
260.0,2.0,0.0,3045,1985-04-02
0.0,0.0,0.0,3045,1985-04-03
260.0,1.0,0.0,3045,1985-04-04
300.0,1.0,0.0,3045,1985-04-05
30.0,3.0,0.0,3045,1985-04-06
315.0,3.0,0.0,3045,1985-04-07
320.0,5.0,0.0,3045,1985-04-08
