wind_direction,wind_speed_aver,precipitation,station_id,date
0.0,0.0,0.0,3030,1985-01-01
0.0,0.0,0.0,3030,1985-01-02
0.0,0.0,0.0,3030,1985-01-03
0.0,0.0,0.0,3030,1985-01-04
310.0,1.0,0.0,3030,1985-01-05
260.0,2.0,0.0,3030,1985-01-06
250.0,7.0,0.0,3030,1985-01-07
290.0,2.0,0.0,3030,1985-01-08
240.0,5.0,0.0,3030,1985-01-09
0.0,0.0,0.0,3030,1985-01-10
280.0,3.0,0.0,3030,1985-01-11
270.0,2.0,0.0,3030,1985-01-12
0.0,0.0,0.0,3030,1985-01-13
0.0,0.0,0.0,3030,1985-01-14
300.0,2.0,0.0,3030,1985-01-15
250.0,7.0,0.0,3030,1985-01-16
80.0,1.0,0.0,3030,1985-01-17
0.0,0.0,0.0,3030,1985-01-18
0.0,0.0,0.0,3030,1985-01-19
40.0,1.0,0.0,3030,1985-01-20
0.0,0.0,0.0,3030,1985-01-21
270.0,2.0,0.0,3030,1985-01-22
270.0,3.0,0.0,3030,1985-01-23
0.0,0.0,0.0,3030,1985-01-24
70.0,3.0,0.0,3030,1985-01-25
0.0,0.0,0.0,3030,1985-01-26
0.0,0.0,0.0,3030,1985-01-27
0.0,0.0,0.0,3030,1985-01-28
80.0,2.0,0.0,3030,1985-01-29
240.0,3.0,0.0,3030,1985-01-30
260.0,2.0,0.0,3030,1985-01-31
60.0,2.0,0.0,3030,1985-02-01
260.0,3.0,0.0,3030,1985-02-02
280.0,2.0,0.0,3030,1985-02-03
70.0,2.0,0.0,3030,1985-02-04
270.0,3.0,0.0,3030,1985-02-05
260.0,3.0,0.0,3030,1985-02-06
260.0,2.0,0.0,3030,1985-02-07
270.0,2.0,0.0,3030,1985-02-08
0.0,0.0,0.0,3030,1985-02-09
0.0,0.0,0.0,3030,1985-02-10
0.0,0.0,0.0,3030,1985-02-11
0.0,0.0,0.0,3030,1985-02-12
280.0,1.0,0.0,3030,1985-02-13
270.0,1.0,0.0,3030,1985-02-14
