date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-01-01,80.0,80.0,80.0,0.07215128127165027,16,,,,,1985.0,1.0,1.0,,3047
1985-01-02,77.0,77.0,77.0,0.0707411281693151,16,,,,,1985.0,1.0,2.0,-3.0,3047
1985-01-03,74.0,74.0,74.0,0.06940349722652517,16,,,,,1985.0,1.0,3.0,-3.0,3047
1985-01-04,72.0,72.0,72.0,0.06803363421282693,16,,,,,1985.0,1.0,4.0,-2.0,3047
1985-01-05,70.0,70.0,70.0,0.06662348111048999,16,,,,,1985.0,1.0,5.0,-2.0,3047
1985-01-06,67.0,67.0,67.0,0.06522138602588079,16,,,,,1985.0,1.0,6.0,-3.0,3047
1985-01-07,65.0,65.0,65.0,0.0638031749058161,16,,,,,1985.0,1.0,7.0,-2.0,3047
1985-01-08,62.0,62.0,62.0,0.06237690576802457,16,,,,,1985.0,1.0,8.0,-3.0,3047
1985-01-09,60.0,60.0,60.0,0.060942578612504406,16,,,,,1985.0,1.0,9.0,-2.0,3047
1985-01-10,57.0,57.0,57.0,0.061071506896147376,16,78.0,18.0,1.0,,1985.0,1.0,10.0,-3.0,3047
1985-01-11,55.0,55.0,55.0,0.06122460923297268,16,,,,,1985.0,1.0,11.0,-2.0,3047
1985-01-12,52.0,52.0,52.0,0.06136965355206936,16,,,,,1985.0,1.0,12.0,-3.0,3047
1985-01-13,50.0,50.0,50.0,0.061506639853438294,16,,,,,1985.0,1.0,13.0,-2.0,3047
1985-01-14,48.0,48.0,48.0,0.06160333606617119,16,,,,,1985.0,1.0,14.0,-2.0,3047
1985-01-15,46.0,46.0,46.0,0.06172420633208553,16,,,,,1985.0,1.0,15.0,-2.0,3047
1985-01-16,45.0,45.0,45.0,0.06183701858027302,16,,,,,1985.0,1.0,16.0,-1.0,3047
1985-01-17,43.0,43.0,43.0,0.062046527041190735,16,,,,,1985.0,1.0,17.0,-2.0,3047
1985-01-18,42.0,42.0,42.0,0.06209487514755718,16,,,,,1985.0,1.0,18.0,-1.0,3047
1985-01-19,41.0,41.0,41.0,0.061949830828460506,16,,,,,1985.0,1.0,19.0,-1.0,3047
1985-01-20,40.0,40.0,40.0,0.061700032278903194,16,75.0,18.0,1.0,,1985.0,1.0,20.0,-1.0,3047
1985-01-21,37.0,37.0,37.0,0.06139382760525258,16,,,,,1985.0,1.0,21.0,-3.0,3047
1985-01-22,34.0,34.0,34.0,0.06128101535706598,16,,,,,1985.0,1.0,22.0,-3.0,3047
1985-01-23,30.0,30.0,30.0,0.06116014509115075,16,,,,,1985.0,1.0,23.0,-4.0,3047
1985-01-24,28.0,28.0,28.0,0.0610151007720523,16,,,,,1985.0,1.0,24.0,-2.0,3047
1985-01-25,25.0,25.0,25.0,0.06091840455932207,16,,,,,1985.0,1.0,25.0,-3.0,3047
1985-01-26,22.0,22.0,22.0,0.060878114470683364,16,,,,,1985.0,1.0,26.0,-3.0,3047
1985-01-27,20.0,20.0,20.0,0.061063448878419635,16,,,,,1985.0,1.0,27.0,-2.0,3047
1985-01-28,16.0,16.0,16.0,0.060990926718869964,16,,,,,1985.0,1.0,28.0,-4.0,3047
1985-01-29,13.0,13.0,13.0,0.06079753429340773,16,,,,,1985.0,1.0,29.0,-3.0,3047
1985-01-30,10.0,10.0,10.0,0.06057190979703364,16,,,,,1985.0,1.0,30.0,-3.0,3047
1985-01-31,7.0,7.0,7.0,0.06033822728293181,16,78.0,22.0,1.0,,1985.0,1.0,31.0,-3.0,3047
1985-02-01,6.0,6.0,6.0,0.060056196662463535,16,,,,,1985.0,2.0,32.0,-1.0,3047
1985-02-02,6.0,6.0,6.0,0.059604947669717134,16,,,,,1985.0,2.0,33.0,0.0,3047
1985-02-03,5.0,5.0,5.0,0.05904088642878236,16,,,,,1985.0,2.0,34.0,-1.0,3047
1985-02-04,4.0,4.0,4.0,0.058500999241029916,16,,,,,1985.0,2.0,35.0,-1.0,3047
1985-02-05,3.0,3.0,3.0,0.05819479456738019,16,,,,,1985.0,2.0,36.0,-1.0,3047
1985-02-06,2.0,2.0,2.0,0.057864415840547245,16,,,,,1985.0,2.0,37.0,-1.0,3047
1985-02-07,1.0,1.0,1.0,0.057622675308717675,16,,,,,1985.0,2.0,38.0,-1.0,3047
1985-02-08,-1.0,-1.0,-1.0,0.057453456936437775,16,,,,,1985.0,2.0,39.0,-2.0,3047
1985-02-09,-3.0,-3.0,-3.0,0.05736481874143262,16,,,,,1985.0,2.0,40.0,-2.0,3047
1985-02-10,-4.0,-4.0,-4.0,0.05708278812096523,16,80.0,23.0,1.0,,1985.0,2.0,41.0,-1.0,3047
1985-02-11,-5.0,-5.0,-5.0,0.056978033890505486,16,,,,,1985.0,2.0,42.0,-1.0,3047
1985-02-12,-7.0,-7.0,-7.0,0.056873279660047515,16,,,,,1985.0,2.0,43.0,-2.0,3047
1985-02-13,-9.0,-9.0,-9.0,0.05672017732322132,16,,,,,1985.0,2.0,44.0,-2.0,3047
1985-02-14,-10.0,-10.0,-10.0,0.056510668862302715,16,,,,,1985.0,2.0,45.0,-1.0,3047
1985-02-15,-12.0,-12.0,-12.0,0.05631727643683959,16,,,,,1985.0,2.0,46.0,-2.0,3047
1985-02-16,-13.0,-13.0,-13.0,0.05614000004683195,16,,,,,1985.0,2.0,47.0,-1.0,3047
1985-02-17,-15.0,-15.0,-15.0,0.055986897710006645,16,,,,,1985.0,2.0,48.0,-2.0,3047
1985-02-18,-17.0,-17.0,-17.0,0.05591437555045786,16,,,,,1985.0,2.0,49.0,-2.0,3047
1985-02-19,-18.0,-18.0,-18.0,0.05593854960363931,16,,,,,1985.0,2.0,50.0,-1.0,3047
1985-02-20,-19.0,-19.0,-19.0,0.055753215195904815,16,82.0,25.0,1.0,,1985.0,2.0,51.0,-1.0,3047
1985-02-21,-20.0,-20.0,-20.0,0.055422836469072756,16,,,,,1985.0,2.0,52.0,-1.0,3047
1985-02-22,-21.0,-21.0,-21.0,0.0550682836890557,16,,,,,1985.0,2.0,53.0,-1.0,3047
1985-02-23,-21.0,-21.0,-21.0,0.0546492667672176,16,,,,,1985.0,2.0,54.0,0.0,3047
1985-02-24,-22.0,-22.0,-22.0,0.05427859795174683,16,,,,,1985.0,2.0,55.0,-1.0,3047
1985-02-25,-23.0,-23.0,-23.0,0.0539885093135517,16,,,,,1985.0,2.0,56.0,-1.0,3047
1985-02-26,-24.0,-24.0,-24.0,0.053706478693084314,16,,,,,1985.0,2.0,57.0,-1.0,3047
1985-02-27,-25.0,-25.0,-25.0,0.05351308626762119,16,,,,,1985.0,2.0,58.0,-1.0,3047
