date,snow_coverage_station,snow_height,station_id
1985-01-01,10.0,20.5,3041
1985-01-02,10.0,20.5,3041
1985-01-03,10.0,20.5,3041
1985-01-04,10.0,20.5,3041
1985-01-05,10.0,20.5,3041
1985-01-06,10.0,20.5,3041
1985-01-07,10.0,21.0,3041
1985-01-08,10.0,21.5,3041
1985-01-09,10.0,21.5,3041
1985-01-10,10.0,21.5,3041
1985-01-11,10.0,21.5,3041
1985-01-12,10.0,21.5,3041
1985-01-13,10.0,21.5,3041
1985-01-14,10.0,21.5,3041
1985-01-15,10.0,21.5,3041
1985-01-16,10.0,21.5,3041
1985-01-17,10.0,22.0,3041
1985-01-18,10.0,22.0,3041
1985-01-19,10.0,22.0,3041
1985-01-20,10.0,22.0,3041
1985-01-21,10.0,22.0,3041
1985-01-22,10.0,22.0,3041
1985-01-23,10.0,22.0,3041
1985-01-24,10.0,22.0,3041
1985-01-25,10.0,22.0,3041
1985-01-26,10.0,22.5,3041
1985-01-27,10.0,22.5,3041
1985-01-28,10.0,22.5,3041
1985-01-29,10.0,23.0,3041
1985-01-30,10.0,23.0,3041
1985-01-31,10.0,23.0,3041
1985-02-01,10.0,24.0,3041
1985-02-02,10.0,24.0,3041
1985-02-03,10.0,24.5,3041
1985-02-04,10.0,25.5,3041
1985-02-05,10.0,25.5,3041
1985-02-06,10.0,25.5,3041
1985-02-07,10.0,26.0,3041
1985-02-08,10.0,26.5,3041
1985-02-09,10.0,26.5,3041
1985-02-10,10.0,26.5,3041
1985-02-11,10.0,26.5,3041
1985-02-12,10.0,27.0,3041
1985-02-13,10.0,27.0,3041
1985-02-14,10.0,28.0,3041
1985-02-15,10.0,32.0,3041
1985-02-16,10.0,32.5,3041
1985-02-17,10.0,32.5,3041
1985-02-18,10.0,33.0,3041
1985-02-19,10.0,33.0,3041
1985-02-20,10.0,32.5,3041
1985-02-21,10.0,32.5,3041
1985-02-22,10.0,32.5,3041
1985-02-23,10.0,32.5,3041
1985-02-24,10.0,32.5,3041
1985-02-25,10.0,32.5,3041
1985-02-26,10.0,32.5,3041
1985-02-27,10.0,32.5,3041
1985-02-28,10.0,32.0,3041
1985-03-01,10.0,32.0,3041
1985-03-02,10.0,32.0,3041
1985-03-03,10.0,32.0,3041
1985-03-04,10.0,30.0,3041
1985-03-05,10.0,30.0,3041
1985-03-06,10.0,29.5,3041
1985-03-07,10.0,30.0,3041
1985-03-08,10.0,30.0,3041
1985-03-09,10.0,30.0,3041
1985-03-10,10.0,30.0,3041
1985-03-11,10.0,30.0,3041
1985-03-12,10.0,30.0,3041
1985-03-13,10.0,31.0,3041
1985-03-14,10.0,31.5,3041
1985-03-15,10.0,31.5,3041
1985-03-16,10.0,34.0,3041
1985-03-17,10.0,33.5,3041
1985-03-18,10.0,32.5,3041
1985-03-19,10.0,33.0,3041
1985-03-20,10.0,33.5,3041
1985-03-21,10.0,33.5,3041
1985-03-22,10.0,33.5,3041
1985-03-23,10.0,33.5,3041
1985-03-24,10.0,32.5,3041
1985-03-25,10.0,32.5,3041
1985-03-26,10.0,32.0,3041
1985-03-27,10.0,32.0,3041
1985-03-28,10.0,31.5,3041
1985-03-29,10.0,31.5,3041
1985-03-30,10.0,31.5,3041
1985-03-31,10.0,31.0,3041
1985-04-01,10.0,31.5,3041
1985-04-02,10.0,31.5,3041
1985-04-03,10.0,30.0,3041
1985-04-04,10.0,31.0,3041
1985-04-05,10.0,30.5,3041
1985-04-06,10.0,30.0,3041
1985-04-07,10.0,28.0,3041
1985-04-08,10.0,28.0,3041
1985-04-09,10.0,28.0,3041
1985-04-10,10.0,28.0,3041
1985-04-11,10.0,28.0,3041
1985-04-12,10.0,28.0,3041
1985-04-13,10.0,27.5,3041
1985-04-14,10.0,28.0,3041
1985-04-15,10.0,24.0,3041
1985-04-16,10.0,15.0,3041
1985-04-17,8.0,5.0,3041
1985-04-18,5.0,0.5,3041
1985-04-19,2.5,0.0,3041
1985-04-20,1.0,0.0,3041
1985-04-21,1.0,0.0,3041
1985-04-22,1.0,0.0,3041
1985-04-23,1.5,0.0,3041
1985-04-24,8.0,0.5,3041
1985-04-25,5.5,0.5,3041
1985-04-26,4.0,0.0,3041
1985-04-27,0.5,0.0,3041
1985-04-28,0.5,0.0,3041
1985-04-29,5.0,0.0,3041
1985-04-30,4.0,0.0,3041
1985-05-01,3.5,0.0,3041
1985-05-02,3.0,0.0,3041
1985-05-03,3.0,0.0,3041
1985-05-04,2.5,0.0,3041
1985-05-05,2.5,0.0,3041
1985-05-06,2.0,0.0,3041
1985-05-07,1.0,0.0,3041
1985-05-08,1.0,0.0,3041
1985-05-09,1.0,0.0,3041
1985-05-10,1.0,0.0,3041
1985-05-11,0.5,0.0,3041
1985-05-12,0.0,0.0,3041
1985-05-13,5.0,1.0,3041
1985-05-14,0.0,0.0,3041
1985-05-15,0.0,0.0,3041
1985-05-16,0.0,0.0,3041
1985-05-17,3.5,0.0,3041
1985-05-18,0.0,0.0,3041
1985-05-19,0.0,0.0,3041
1985-05-20,0.0,0.0,3041
1985-05-21,0.0,0.0,3041
1985-05-22,0.0,0.0,3041
1985-05-23,0.0,0.0,3041
1985-05-24,0.0,0.0,3041
1985-05-25,0.0,0.0,3041
1985-05-26,6.0,0.0,3041
1985-05-27,0.0,0.0,3041
1985-05-28,0.0,0.0,3041
1985-05-29,0.0,0.0,3041
1985-05-30,0.0,0.0,3041
1985-05-31,0.0,0.0,3041
1985-06-01,0.0,0.0,3041
1985-06-02,0.0,0.0,3041
1985-06-03,0.0,0.0,3041
1985-06-04,0.0,0.0,3041
1985-06-05,0.0,0.0,3041
1985-06-06,0.0,0.0,3041
1985-06-07,0.0,0.0,3041
1985-06-08,0.0,0.0,3041
1985-06-09,0.0,0.0,3041
1985-06-10,0.0,0.0,3041
1985-06-11,0.0,0.0,3041
1985-06-12,0.0,0.0,3041
1985-06-13,0.0,0.0,3041
1985-06-14,0.0,0.0,3041
1985-06-15,0.0,0.0,3041
1985-06-16,0.0,0.0,3041
1985-06-17,0.0,0.0,3041
1985-06-18,0.0,0.0,3041
1985-06-19,0.0,0.0,3041
1985-06-20,0.0,0.0,3041
1985-06-21,0.0,0.0,3041
1985-06-22,0.0,0.0,3041
1985-06-23,0.0,0.0,3041
1985-06-24,0.0,0.0,3041
1985-06-25,0.0,0.0,3041
1985-06-26,0.0,0.0,3041
1985-06-27,0.0,0.0,3041
1985-06-28,0.0,0.0,3041
1985-06-29,0.0,0.0,3041
1985-06-30,0.0,0.0,3041
1985-07-01,0.0,0.0,3041
1985-07-02,0.0,0.0,3041
1985-07-03,0.0,0.0,3041
1985-07-04,0.0,0.0,3041
1985-07-05,0.0,0.0,3041
