station_id,year,month,day,route_type,snow_coverage_near_station,snow_coverage_route,ice_crust_route,snow_height_aver,snow_height_max,snow_height_min,snow_density_aver,ice_crust_aver,snow_saturated_thickness,water_thickness,water_in_snow,water_total,snow_coverage_charact,snow_charact,snow_height,snow_coverage_station,snow_height_q1,snow_height_q2,snow_height_q3,temperature_20cm,temperature_20cm_qual,temperature_40cm,temperature_40cm_qual,temperature_80cm,temperature_80cm_qual,temperature_120cm,temperature_120cm_qual,temperature_160cm,temperature_160cm_qual,temperature_240cm,temperature_240cm_qual,temperature_320cm,temperature_320cm_qual,temperature_ks_5cm,temperature_ks_5cm_qual,temperature_ks_10cm,temperature_ks_10cm_qual,temperature_ks_15cm,temperature_ks_15cm_qual,temperature_ks_20cm,temperature_ks_20cm_qual,date
24738,1985,1,10,1.0,10.0,10.0,,34.0,44.0,22.0,0.17,,,,58.0,58.0,3.0,3.0,32.0,10.0,0.0,0.0,0.0,-93.0,0.0,-53.0,0.0,9999.0,9.0,-13.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1985-01-10
24738,1985,11,314,1.0,10.0,10.0,,15.0,20.0,10.0,0.16,,,,24.0,24.0,3.0,1.0,14.0,10.0,0.0,0.0,0.0,-66.0,0.0,-20.0,0.0,1.0,0.0,8.0,0.0,10.0,0.0,15.0,0.0,16.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1985-11-10
24738,1985,11,334,1.0,10.0,10.0,,21.0,29.0,13.0,0.16,,,,34.0,34.0,3.0,1.0,21.0,10.0,0.0,0.0,0.0,-95.0,0.0,-41.0,0.0,-15.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,11.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1985-11-30
24738,1985,12,344,1.0,10.0,10.0,,25.0,35.0,15.0,0.16,,,,40.0,40.0,3.0,1.0,24.0,10.0,0.0,0.0,0.0,-85.0,0.0,-48.0,0.0,-31.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1985-12-10
24738,1985,12,365,1.0,10.0,10.0,,28.0,38.0,20.0,0.15,,,,42.0,42.0,3.0,1.0,29.0,10.0,0.0,0.0,0.0,-122.0,0.0,-74.0,0.0,-48.0,0.0,-13.0,0.0,-2.0,0.0,3.0,0.0,6.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1985-12-31
24738,1986,1,10,1.0,10.0,10.0,,29.0,45.0,22.0,0.16,,,,46.0,46.0,3.0,3.0,30.0,10.0,0.0,0.0,0.0,-115.0,0.0,-75.0,0.0,-59.0,0.0,-17.0,0.0,-2.0,0.0,3.0,0.0,5.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1986-01-10
24738,1986,11,314,1.0,10.0,10.0,,11.0,14.0,10.0,0.1,,,,11.0,11.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,-93.0,0.0,-42.0,0.0,-3.0,0.0,4.0,0.0,8.0,0.0,17.0,0.0,18.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1986-11-10
24738,1986,11,334,1.0,10.0,10.0,,18.0,21.0,15.0,0.1,,,,18.0,18.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,-84.0,0.0,-53.0,0.0,-30.0,0.0,-5.0,0.0,1.0,0.0,7.0,0.0,12.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1986-11-30
24738,1986,12,344,1.0,10.0,10.0,,20.0,27.0,13.0,0.13,,,,26.0,26.0,3.0,1.0,19.0,10.0,0.0,0.0,0.0,-51.0,0.0,-37.0,0.0,-22.0,0.0,-6.0,0.0,1.0,0.0,7.0,0.0,10.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1986-12-10
24738,1986,12,365,1.0,10.0,10.0,,23.0,29.0,18.0,0.13,,,,30.0,30.0,3.0,1.0,20.0,10.0,0.0,0.0,0.0,-170.0,0.0,-115.0,0.0,-64.0,0.0,-25.0,0.0,-4.0,0.0,3.0,0.0,6.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1986-12-31
