date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-01-01,152.0,152.0,152.0,0.9679458540679273,16,,,,,1985.0,1.0,1.0,,3031
1985-01-02,150.0,150.0,150.0,0.9677524616424646,16,,,,,1985.0,1.0,2.0,-2.0,3031
1985-01-03,147.0,147.0,147.0,0.9675751852524566,16,,,,,1985.0,1.0,3.0,-3.0,3031
1985-01-04,146.0,146.0,146.0,0.9673898508447203,16,,,,,1985.0,1.0,4.0,-1.0,3031
1985-01-05,145.0,145.0,145.0,0.9670917041887974,16,,,,,1985.0,1.0,5.0,-1.0,3031
1985-01-06,142.0,142.0,142.0,0.9668741377101524,16,,,,,1985.0,1.0,6.0,-3.0,3031
1985-01-07,139.0,139.0,139.0,0.9666646292492342,16,,,,,1985.0,1.0,7.0,-3.0,3031
1985-01-08,138.0,138.0,138.0,0.9663584245755827,16,,,,,1985.0,1.0,8.0,-1.0,3031
1985-01-09,137.0,137.0,137.0,0.9658265954055594,16,,,,,1985.0,1.0,9.0,-1.0,3031
1985-01-10,136.0,136.0,136.0,0.9655687388382752,16,101.0,2.0,1.0,,1985.0,1.0,10.0,-1.0,3031
1985-01-11,131.0,131.0,131.0,0.9652303020937132,16,,,,,1985.0,1.0,11.0,-5.0,3031
1985-01-12,128.0,128.0,128.0,0.9649321554377912,16,,,,,1985.0,1.0,12.0,-3.0,3031
1985-01-13,127.0,127.0,127.0,0.9646581828350516,16,,,,,1985.0,1.0,13.0,-1.0,3031
1985-01-14,125.0,125.0,125.0,0.9644567323918598,16,,,,,1985.0,1.0,14.0,-2.0,3031
1985-01-15,122.0,122.0,122.0,0.964271397984124,16,,,,,1985.0,1.0,15.0,-3.0,3031
1985-01-16,120.0,120.0,120.0,0.9641182956472996,16,,,,,1985.0,1.0,16.0,-2.0,3031
1985-01-17,117.0,117.0,117.0,0.9639571352927465,16,,,,,1985.0,1.0,17.0,-3.0,3031
1985-01-18,115.0,115.0,115.0,0.9637556848495561,16,,,,,1985.0,1.0,18.0,-2.0,3031
1985-01-19,113.0,113.0,113.0,0.9634817122468164,16,,,,,1985.0,1.0,19.0,-2.0,3031
1985-01-20,111.0,111.0,111.0,0.9631432755022549,16,128.0,5.0,1.0,,1985.0,1.0,20.0,-2.0,3031
1985-01-21,107.0,107.0,107.0,0.9628209547931492,16,,,,,1985.0,1.0,21.0,-4.0,3031
1985-01-22,105.0,105.0,105.0,0.9625228081372272,16,,,,,1985.0,1.0,22.0,-2.0,3031
