date,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-01-01,150.0,150.0,150.0,0.035398220479274656,15,,,,,1985.0,1.0,1.0,,3230
1985-01-02,149.0,149.0,149.0,0.03668750331569637,15,,,,,1985.0,1.0,2.0,-1.0,3230
1985-01-03,148.0,148.0,148.0,0.03781562579756503,15,,,,,1985.0,1.0,3.0,-1.0,3230
1985-01-04,146.0,146.0,146.0,0.03889540017306903,15,,,,,1985.0,1.0,4.0,-2.0,3230
1985-01-05,144.0,144.0,144.0,0.04003158067266632,15,,,,,1985.0,1.0,5.0,-2.0,3230
1985-01-06,142.0,142.0,142.0,0.04115970315453499,15,,,,,1985.0,1.0,6.0,-2.0,3230
1985-01-07,140.0,140.0,140.0,0.04244092797322896,15,,,,,1985.0,1.0,7.0,-2.0,3230
1985-01-08,138.0,138.0,138.0,0.04373021080965067,15,,,,,1985.0,1.0,8.0,-2.0,3230
1985-01-09,136.0,136.0,136.0,0.045043667699257384,15,,,,,1985.0,1.0,9.0,-2.0,3230
1985-01-10,134.0,134.0,134.0,0.046461878819322955,15,88.0,17.0,1.0,,1985.0,1.0,10.0,-2.0,3230
1985-01-11,133.0,133.0,133.0,0.04792038002802457,15,,,,,1985.0,1.0,11.0,-1.0,3230
1985-01-12,131.0,131.0,131.0,0.049298301059450544,15,,,,,1985.0,1.0,12.0,-2.0,3230
1985-01-13,129.0,129.0,129.0,0.05080515037452038,15,,,,,1985.0,1.0,13.0,-2.0,3230
1985-01-14,128.0,128.0,128.0,0.05237646383140859,15,,,,,1985.0,1.0,14.0,-1.0,3230
1985-01-15,126.0,126.0,126.0,0.05400418341239277,15,,,,,1985.0,1.0,15.0,-2.0,3230
1985-01-16,125.0,125.0,125.0,0.05562384497564743,15,,,,,1985.0,1.0,16.0,-1.0,3230
1985-01-17,124.0,124.0,124.0,0.057243506538903866,16,,,,,1985.0,1.0,17.0,-1.0,3230
1985-01-18,123.0,123.0,123.0,0.05887928413761312,16,,,,,1985.0,1.0,18.0,-1.0,3230
1985-01-19,121.0,121.0,121.0,0.06049894570086867,16,,,,,1985.0,1.0,19.0,-2.0,3230
